Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces
Farmer's Tan Red Ale,1936,0.06,30,266,American Amber / Red Ale,12
Triangle India Pale Ale,594,0.057,,525,American IPA,12
Triangle White Ale,114,0.05,,525,Witbier,12
Triangle Belgian Golden Ale,113,0.08,,525,Belgian Strong Pale Ale,12
Troegenator,2445,0.082,,98,Doppelbock,16
Nugget Nectar,2444,0.075,93,98,American Amber / Red Ale,16
Sunshine Pils,2203,0.045,45,98,American Pilsner,12
Troegenator Doublebock,1510,0.082,25,98,Doppelbock,16
Perpetual IPA,1509,0.075,85,98,American IPA,12
Greenville Pale Ale,433,0.055,52,540,American Pale Ale (APA),12
Hoppy Boy,641,0.062,65,521,American IPA,16
Cow Creek,2588,0.054,26,39,American Amber / Red Lager,12
Chupahopra,2458,0.075,63,39,American IPA,12
Twisted X,2212,0.051,19,39,American Adjunct Lager,12
Day Hike Session,2235,0.041,41,191,American IPA,12
Trailhead ISA,1661,0.048,48,191,American IPA,12
Immersion Amber,1660,0.052,27,191,American Amber / Red Ale,12
Evo IPA,1659,0.062,70,191,American IPA,12
Presidential Pils,1438,0.048,,191,Czech Pilsener,12
Evolutionary IPA (2012),1173,0.062,70,191,American IPA,12
Persnickety Pale,560,0.057,36,191,American Pale Ale (APA),12
SoDo Brown Ale,519,0.054,20,191,American Brown Ale,12
Immersion Amber Ale (2011),518,0.052,27,191,American Amber / Red Ale,12
Evolutionary IPA (2011),505,0.062,70,191,American IPA,12
Trailhead India Style Session Ale (2011),482,0.048,48,191,American IPA,12
Panorama Wheat Ale,451,0.046,,191,American Pale Wheat Ale,12
Wobble,2497,0.063,69,75,American IPA,16
Night Cat,2246,0.058,43,75,American Dark Wheat Ale,12
Night Cat (2014),1630,0.058,43,75,American Dark Wheat Ale,12
Dog Days Lager,1284,0.051,17,75,Dortmunder / Export Lager,12
Sidekick Extra Pale Ale,1121,0.051,36,75,American Pale Ale (APA),12
Atom Smasher,1042,0.077,23,75,Märzen / Oktoberfest,12
Testudo,1041,0.045,,75,Bière de Garde,12
Hobnob B & B Pale Ale,1040,0.065,,75,American Pale Ale (APA),12
Cane and Ebel,861,0.07,68,75,American Strong Ale,12
Outlaw IPA (2015),642,0.065,,75,American IPA,12
The Gilded Age,2037,0.045,,244,Munich Helles Lager,12
No Limits Hefeweizen,1285,0.05,,436,Hefeweizen,16
Honeyspot Road White IPA,1189,0.06,,436,American White IPA,12
Road 2 Ruin Double IPA,1171,0.072,,436,American Double / Imperial IPA,12
Workers Comp Saison,1170,0.048,,436,Saison / Farmhouse Ale,12
Ol' Factory Pils,1169,0.05,,436,German Pilsener,12
PUNK'N,2310,0.05,10,160,Pumpkin Ale,12
Yard Sale Winter Lager,2100,0.04,22,160,American Amber / Red Lager,12
Trader Session IPA,1925,0.04,42,160,American IPA,12
Hop Nosh IPA,1723,0.073,83,160,American IPA,12
SUM'R,1212,0.04,17,160,American Blonde Ale,12
Organic Baba Black Lager,1097,0.04,32,160,Schwarzbier,12
Hop Notch IPA (2013),1089,0.073,82,160,American IPA,12
Cutthroat Pale Ale,1088,0.04,34,160,American Pale Ale (APA),12
WYLD Extra Pale Ale,974,0.04,29,160,American Pale Ale (APA),12
Pilsner Ukiah,98,0.055,,556,German Pilsener,12
The Green Room,2372,0.06,75,127,American IPA,16
Humbucker Helles,2367,0.047,25,127,Maibock / Helles Bock,16
Uncle John's Apple Cherry Cider,1704,0.065,,339,Cider,16
Uncle John's Apricot Apple Cider,1703,0.065,,339,Cider,16
Draught Hard Apple Cider,877,0.065,,339,Cider,16
Scotty K NA,606,0.001,,523,Low Alcohol Beer,16
Bacon Brown Ale,543,0.068,,523,American Brown Ale,16
Golden State Ale,347,0.064,,523,Belgian Pale Ale,16
Baltic Porter,346,0.078,,523,Baltic Porter,16
Siamese twin,25,0.085,,523,Dubbel,16
Double Duckpin,2507,0.085,90,72,American Double / Imperial IPA,12
Old Pro,2506,0.042,10,72,Gose,12
Duckpin Pale Ale,829,0.055,,72,American Pale Ale (APA),12
Balt Altbier,582,0.06,,72,Altbier,12
Campside Session IPA,2190,0.045,50,203,American IPA,16
Upland Wheat Ale,1951,0.045,15,203,Witbier,16
Dragonfly IPA,1950,0.06,,203,American IPA,16
Lee Hill Series Vol. 5 - Belgian Style Quadrupel Ale,2565,0.128,,52,Quadrupel (Quad),19.2
Lee Hill Series Vol. 4 - Manhattan Style Rye Ale,2564,0.104,,52,Rye Beer,19.2
Lee Hill Series Vol. 2 - Wild Saison,2563,0.068,24,52,American Wild Ale,19.2
Lee Hill Series Vol. 3 - Barrel Aged Imperial Stout,2562,0.099,51,52,American Double / Imperial Stout,19.2
Lee Hill Series Vol. 1 - Barrel Aged Brown Ale,2561,0.076,,52,American Brown Ale,19.2
Blood Orange Saison,2560,0.06,,52,Saison / Farmhouse Ale,12
Thai Style White IPA,1932,0.065,33,52,American White IPA,12
Ferus Fluxus Wild Belgian Pale Ale,1853,0.075,30,52,American Wild Ale,19.2
Upslope Imperial India Pale Ale,1315,0.099,90,52,American Double / Imperial IPA,19.2
Upslope Christmas Ale,907,0.082,,52,Winter Warmer,16
Upslope Pumpkin Ale,906,0.077,,52,Pumpkin Ale,16
Upslope Belgian Style Pale Ale,683,0.075,30,52,Belgian Pale Ale,12
Upslope Foreign Style Stout,614,0.069,,52,Foreign / Export Stout,12
Top Rope Mexican-style Craft Lager,466,0.048,15,52,Vienna Lager,12
Upslope Craft Lager,444,0.048,22,52,Vienna Lager,12
Upslope Brown Ale,345,0.067,,52,English Brown Ale,12
Upslope Pale Ale,80,0.058,,52,American Pale Ale (APA),12
Upslope India Pale Ale,79,0.072,,52,American IPA,12
Common Sense Kentucky Common Ale,382,0.053,22,547,American Brown Ale,16
Upstate I.P.W.,381,0.065,70,547,American IPA,12
Squatters Full Suspension Pale Ale,1826,0.04,,303,American Pale Ale (APA),12
Squatters Hop Rising Double IPA,1825,0.09,75,303,American Double / Imperial IPA,12
Devastator Double Bock,1824,0.08,,303,Doppelbock,12
Wasatch Ghostrider White IPA,1823,0.06,,303,American White IPA,12
Wasatch Ghostrider White IPA (2014),1682,0.06,,303,American White IPA,12
Wasatch Apricot Hefeweizen,1681,0.04,,303,Fruit / Vegetable Beer,12
Squatters Hop Rising Double IPA (2014),1680,0.09,75,303,American Double / Imperial IPA,12
Squatters Full Suspension Pale Ale,1679,0.04,,303,American Pale Ale (APA),12
Nunica Pine,2245,0.068,,186,Cider,16
Ginger Peach,2244,0.069,,186,Cider,16
Totally Roasted,1378,0.068,,186,Cider,16
Blue Gold,1377,0.068,,186,Cider,16
Hard Apple,1376,0.068,,186,Cider,16
Nitro Can Coffee Stout,2411,0.052,,114,American Stout,12
Voodoo Love Child,1770,0.092,25,323,Tripel,12
White Magick of the Sun,1769,0.079,23,323,Witbier,12
Wynona's Big Brown Ale,1730,0.075,31,323,American Brown Ale,12
Gran Met,1729,0.092,25,323,Belgian Strong Pale Ale,12
Good Vibes IPA,1603,0.073,85,323,American IPA,12
Pilzilla,1488,0.075,85,323,American Double / Imperial Pilsner,12
Wachusett Light IPA,1846,0.04,37,296,American IPA,12
Green Monsta IPA,1845,0.06,55,296,American IPA,12
Wachusett IPA,1844,0.056,50,296,American IPA,12
Strawberry White,1843,0.047,,296,Witbier,12
Larry Imperial IPA,1418,0.085,85,296,American Double / Imperial IPA,12
Wachusett Summer,1038,0.047,,296,American Pale Wheat Ale,12
Country Pale Ale,1030,0.051,17,296,English Pale Ale,12
Wachusett Light IPA (2013),1029,0.04,37,296,American IPA,12
Pumpkan,908,0.052,20,296,Pumpkin Ale,12
Wachusett Blueberry Ale,619,0.045,10,296,Fruit / Vegetable Beer,12
Green Monsta IPA,618,0.06,55,296,American IPA,12
T-6 Red Ale (2004),780,0.047,,507,American Amber / Red Ale,12
Self Starter,2450,0.052,67,95,American IPA,16
Ermal's,2223,0.054,20,95,Cream Ale,16
10 Ton,2222,0.07,,95,Oatmeal Stout,16
Flyin' Rye,2221,0.07,,95,American IPA,16
Christmas Ale,2439,0.09,,101,Herbed / Spiced Beer,12
Pay It Forward Cocoa Porter,2356,0.07,,101,American Porter,12
West Sixth Amber Ale,1069,0.055,,101,American Amber / Red Ale,12
West Sixth IPA,652,,,101,American IPA,12
One Claw,1542,0.055,,385,American Pale Ale (APA),12
Westbrook Gose,1312,0.04,5,385,Gose,12
White Thai,576,0.05,16,385,Witbier,12
Westbrook IPA,575,0.068,65,385,American IPA,12
Westfield Octoberfest,1645,0.057,22,352,Märzen / Oktoberfest,12
Pop's Old Fashioned Lager,1551,0.052,,352,American Amber / Red Lager,12
Charlie in the Rye,1550,0.058,55,352,American IPA,12
Royal Lager,2364,,,133,American Pale Lager,16
Rip Van Winkle (Current),2348,0.08,,133,Bock,12
O’Malley’s Stout,2344,,,133,English Stout,12
O’Malley’s IPA,2343,0.075,89,133,American IPA,12
O’Malley’s Irish Style Cream Ale,2342,,,133,Cream Ale,12
L'il Lucy's Hot Pepper Ale,2341,0.049,28,133,Chile Beer,12
Drop Kick Ale,2340,0.052,,133,American Amber / Red Ale,12
Raspberry Berliner Weisse,2573,0.055,,48,Berliner Weissbier,12
Hop Session,2572,0.05,,48,American IPA,12
Blueberry Berliner Weisse,2571,0.055,,48,Berliner Weissbier,12
Berliner Weisse,2570,0.055,,48,Berliner Weissbier,12
Super G IPA,1498,0.06,,397,American IPA,16
Hefe Lemon,1838,0.049,30,297,Radler,12
Hefe Black,1837,0.049,30,297,Hefeweizen,12
Widmer Brothers Hefeweizen,1836,0.049,30,297,Hefeweizen,12
Hop Slayer Double IPA,1619,0.082,100,362,American Double / Imperial IPA,12
Pumpkin Ale,1618,0.045,,362,Pumpkin Ale,12
Big Bowl Blonde Ale,1364,0.05,,362,American Brown Ale,12
Phat Chance,971,0.052,27,362,American Blonde Ale,12
Hop Slayer Double IPA (2011),740,0.082,100,362,American Double / Imperial IPA,12
Hop Slayer Double IPA (2011),430,0.082,100,362,American Double / Imperial IPA,12
Wild Onion Summer Wit,398,0.042,13,362,Witbier,12
Jack Stout,366,0.06,23,362,Oatmeal Stout,12
Wild Onion Pumpkin Ale (2010),334,0.045,,362,Pumpkin Ale,12
Paddy Pale Ale,162,0.056,41,362,American Pale Ale (APA),12
Blonde Hunny,2253,0.068,21,182,Belgian Pale Ale,12
Wild Wolf Wee Heavy Scottish Style Ale,1318,0.057,20,182,Scotch Ale / Wee Heavy,12
Wild Wolf American Pilsner,1195,0.045,25,182,American Pilsner,12
Alpha Ale,1194,0.051,45,182,American Pale Ale (APA),12
Mystical Stout,826,0.054,,500,Irish Dry Stout,16
Bodacious Bock,825,0.075,,500,Bock,16
Ambitious Lager,813,0.05,,500,Munich Helles Lager,16
Wyoming Pale Ale,324,0.072,,551,American Pale Ale (APA),16
Wind River Blonde Ale,323,0.05,,551,American Blonde Ale,16
Ace IPA,762,0.074,83,510,American IPA,16
P-51 Porter,761,0.08,31,510,American Porter,16
#001 Golden Amber Lager,2149,0.055,,212,American Amber / Red Lager,12
#002 American I.P.A.,2148,0.071,60,212,American IPA,12
#003 Brown & Robust Porter,2147,0.052,,212,American Porter,12
#004 Session I.P.A.,2146,0.048,38,212,American IPA,12
Tarasque,2047,0.059,,240,Saison / Farmhouse Ale,12
Ananda India Pale Ale,1470,0.062,61,240,American IPA,12
Tiny Bomb,1469,0.045,23,240,American Pilsner,12
Train Hopper,2627,0.058,72,15,American IPA,12
Edward’s Portly Brown,2626,0.045,,15,American Brown Ale,12
Troopers Alley IPA,1676,0.059,135,345,American IPA,12
Wolverine Premium Lager,1468,0.047,15,403,American Pale Lager,12
Woodchuck Amber Hard Cider,822,0.05,,502,Cider,12
4000 Footer IPA,2417,0.065,82,110,American IPA,12
Summer Brew,2306,0.028,15,110,American Pilsner,12
Be Hoppy IPA,1697,0.065,69,340,American IPA,16
Worthy IPA,2194,0.069,69,200,American IPA,12
Easy Day Kolsch,1514,0.045,25,200,Kölsch,12
Lights Out Vanilla Cream Extra Stout,1513,0.077,30,200,American Double / Imperial IPA,12
Worthy IPA (2013),1512,0.069,69,200,American IPA,12
Worthy Pale,1511,0.06,50,200,American Pale Ale (APA),12
Patty's Chile Beer,1345,0.042,,425,Chile Beer,12
Colorojo Imperial Red Ale,1316,0.082,,425,American Strong Ale,12
Wynkoop Pumpkin Ale,1045,0.055,,425,Pumpkin Ale,12
Rocky Mountain Oyster Stout,1035,0.075,,425,American Stout,12
Belgorado,928,0.067,45,425,Belgian IPA,12
Rail Yard Ale,807,0.052,,425,American Amber / Red Ale,12
B3K Black Lager,620,0.055,,425,Schwarzbier,12
Silverback Pale Ale,145,0.055,40,425,American Pale Ale (APA),12
Rail Yard Ale (2009),84,0.052,,425,American Amber / Red Ale,12
