id,Sex,Diameter,Length,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
1176,M,1.4625,1.8375,0.5125,67.5001595,25.98231675,13.93377925,16.08834125,10
1177,I,0.8125,1.1,0.275,9.2135875,3.52951275,2.65067825,2.9766975,7
1178,M,1.1375,1.425,0.3875,27.385617,11.41067375,5.25883225,7.597666,13
1179,F,0.95,1.25,0.375,18.71067,6.9456275,4.23825025,5.953395,12
1180,M,1.125,1.4375,0.4,22.04173625,9.87980075,5.7549485,6.76135575,8
1181,M,1.15,1.4375,0.4125,26.12406425,12.0485375,6.22271525,6.80388,9
1182,F,1.1625,1.4875,0.425,30.43318825,14.35902175,6.08096775,7.93786,9
1183,I,0.6875,0.9,0.25,7.10154975,3.288542,1.51669825,2.1262125,6
1184,F,1.1,1.4375,0.4,28.76056775,12.587178,6.98815175,8.391452,10
1185,I,0.9375,1.25,0.3125,15.43630275,6.6054335,3.67126025,4.819415,8
1186,M,1.225,1.5625,0.425,31.56716825,12.0485375,7.47009325,10.20582,17
1187,M,1.1625,1.4875,0.3625,27.1304715,11.35397475,5.51397775,7.5126175,9
1188,M,1.1875,1.575,0.375,33.89182725,13.25339125,7.24329725,8.3631025,11
1189,I,0.6,0.8125,0.225,4.706017,2.19708625,0.86465975,1.8427175,6
1190,I,1.025,1.325,0.35,18.75319425,8.15048125,4.40834725,5.499803,8
1191,I,0.675,0.8125,0.2,5.8683465,2.50893075,1.51669825,1.984465,8
1192,I,0.425,0.5625,0.125,1.31825175,0.680388,0.340194,0.4819415,5
1193,I,0.775,1.05,0.225,8.901743,4.26659975,1.814368,2.9766975,7
1194,M,1.1125,1.4125,0.425,22.66542525,9.62465525,5.386405,6.9456275,9
1195,M,0.6875,0.925,0.2125,6.08096775,2.721552,1.31825175,2.26796,7
1196,I,0.95,1.2625,0.3125,17.293195,9.25611175,3.7137845,4.706017,8
1197,F,1.15,1.4875,0.3625,26.54930675,12.303683,5.2446575,6.6621325,8
1198,M,1.1375,1.4875,0.4375,31.2694985,14.288148,7.41339425,8.788345,12
1199,I,1.1375,1.45,0.35,24.5790165,9.08601475,4.32329875,6.36446275,10
1200,I,0.7,0.925,0.2375,6.577084,3.1467945,1.23320325,1.814368,9
1201,F,1.2125,1.5625,0.4375,35.50774875,16.612807,7.9095105,9.62465525,10
1202,I,0.8125,1.025,0.3125,11.2547515,3.24601775,1.8427175,3.96893,17
1203,I,0.95,1.225,0.275,16.9246515,7.200773,3.64291075,4.9611625,8
1204,I,0.7375,0.9875,0.2375,7.44174375,2.9766975,1.91359125,2.551455,7
1205,F,1.3,1.675,0.4875,43.1762885,19.6462035,10.4042665,12.0485375,12
1206,I,0.7125,0.9375,0.2375,6.08096775,2.67902775,1.6726205,2.4097075,9
1207,F,1.2875,1.6375,0.45,38.82464025,17.3215445,9.015141,11.056305,9
1208,M,1.1,1.4125,0.3875,28.236102,13.891255,5.59902625,7.37087,8
1209,M,1.35,1.725,0.425,50.53298375,19.37688325,9.128539,12.757275,16
1210,I,0.6625,0.8625,0.25,5.71242425,2.62232875,1.51669825,1.984465,7
1211,I,0.9625,1.2375,0.3125,16.896302,8.20718025,3.8838815,4.3941725,8
1212,F,1.1625,1.475,0.4125,26.2232875,11.77921725,5.82582225,7.654365,11
1213,M,1.0375,1.35,0.4625,31.1561005,7.994559,6.2652395,9.7805775,13
1214,F,1.2125,1.5625,0.4125,34.189497,14.78426425,8.37727725,8.9300925,9
1215,I,0.7375,0.975,0.2375,7.1157245,3.2601925,1.7293195,2.1262125,7
1216,I,0.775,1.0375,0.2375,9.015141,5.6699,1.88524175,2.551455,7
1217,M,1.175,1.525,0.4,28.3495,12.82814875,7.484268,7.597666,9
1218,F,1.1375,1.475,0.425,31.411246,11.8784405,6.747181,9.2135875,11
1219,M,0.85,1.05,0.3125,10.41844125,3.84135725,2.33883375,3.40194,10
1220,M,0.925,1.2,0.3125,16.68368075,7.04485075,3.7137845,4.3941725,10
1221,M,1.2,1.55,0.4375,36.570855,17.6617385,8.88756825,9.4970825,9
1222,F,1,1.3125,0.35,19.674553,9.015141,3.81300775,5,8
1223,I,0.9375,1.25,0.325,17.98775775,8.3631025,4.025629,5.2446575,8
1224,M,1.125,1.5125,0.3875,32.0065855,15.4504775,6.80388,8.788345,10
1225,M,1.1125,1.4125,0.3375,20.241543,9.015141,5.216308,4.819415,9
1226,I,1.1625,1.475,0.375,27.8108595,12.1052365,5.3013565,7.89533575,9
1227,F,1.3375,1.6875,0.4875,51.95045875,20.70930975,10.24834425,13.324265,12
1228,M,1.2125,1.5625,0.4375,35.30930225,18.9091165,7.6260155,8.788345,10
1229,I,0.7625,1.0125,0.3,9.25611175,3.67126025,1.984465,2.6932025,8
1230,I,0.6375,0.85,0.1875,5.31553125,2.551455,1.0489315,1.5592225,6
1231,I,0.9125,1.1875,0.3,15.12445825,7.711064,2.67902775,3.685435,8
1232,I,0.875,1.1875,0.35,12.68640125,5.8683465,2.93417325,3.96893,15
1233,F,1.1625,1.4125,0.375,30.6458095,13.891255,6.917278,7.2291225,11
1234,I,0.8625,1.15,0.2875,13.53688625,6.4920355,2.50893075,3.40194,9
1235,F,1.0875,1.425,0.35,27.22969475,12.28950825,5.9250455,7.7961125,14
1236,M,1.1875,1.475,0.4,27.499015,8.46232575,6.05261825,10.035723,13
1237,I,0.925,1.2125,0.2875,17.70426275,8.788345,4.12485225,4.3941725,8
1238,M,0.725,0.925,0.25,7.654365,2.721552,1.51669825,2.26796,10
1239,I,0.8125,1,0.25,8.51902475,3.75630875,1.70097,3.2601925,7
1240,F,1.15,1.4625,0.4125,26.365035,9.808927,5.8683465,7.5126175,13
1241,I,1.125,1.4375,0.35,27.0737725,12.23280925,5.7549485,7.7961125,15
1242,F,1.05,1.3375,0.4,26.365035,11.963489,5.8683465,7.087375,9
1243,M,1.1625,1.425,0.375,25.7696955,11.15552825,6.78970525,6.6621325,9
1244,I,0.825,1.125,0.2625,12.09106175,5.88252125,3.2034935,3.40194,6
1245,F,1.1875,1.5375,0.425,30.91512975,13.02659525,6.4920355,8.9300925,11
1246,I,0.525,0.7125,0.1625,2.67902775,1.06310625,0.52446575,0.850485,4
1247,M,1,1.275,0.35,20.921931,9.8372765,4.97533725,6.23689,10
1248,F,1.1125,1.425,0.375,30.51823675,11.679994,6.13766675,7.087375,9
1249,I,0.6875,0.925,0.2375,6.30776375,2.65067825,1.871067,1.984465,7
1250,M,1.175,1.5375,0.4,31.70891575,13.2959155,6.39281225,9.63883,13
1251,F,1.0125,1.3625,0.3625,24.097075,9.525432,4.89028875,7.654365,9
1252,M,0.95,1.2375,0.3,16.40018575,7.72523875,3.8838815,4.3941725,9
1253,F,1.05,1.4,0.3375,18.24290325,7.8528115,4.01145425,5.953395,9
1254,I,1.05,1.325,0.3,18.24290325,8.03708325,3.8838815,4.7910655,8
1255,I,0.425,0.575,0.1625,1.80019325,0.737087,0.26932025,0.56699,5
1256,M,1.2375,1.5,0.375,31.638042,13.097469,6.95980225,9.2135875,11
1257,M,1.2375,1.625,0.3875,34.58639,14.21727425,6.64795775,10.20582,11
1258,F,1.0625,1.3,0.325,21.772416,7.37087,4.9044635,6.0951425,9
1259,M,1.325,1.625,0.5125,45.51356875,14.2030995,9.8372765,18.427175,17
1260,I,0.675,0.8875,0.225,6.577084,3.118445,1.13398,1.8427175,7
1261,M,1.45,1.7,0.4875,50.8306535,23.0481435,9.39785925,13.0691195,13
1262,F,1.25,1.5125,0.4125,31.9498865,14.92601175,6.36446275,9.4970825,12
1263,F,1.125,1.4375,0.5,30.8159065,10.98543125,6.90310325,10.9145575,17
1264,I,0.6625,0.7625,0.25,7.78193775,2.721552,1.60174675,2.4664065,7
1265,F,1.275,1.5625,0.4,33.40988575,13.93377925,6.350288,10.02154825,12
1266,F,1.325,1.6875,0.4625,44.09764725,15.592225,9.8372765,13.4660125,19
1267,F,1.0875,1.375,0.35,20.638436,7.78193775,4.479221,7.7961125,13
1268,M,1.1875,1.4375,0.5,31.2694985,13.31009025,6.76135575,9.7805775,11
1269,F,1.0625,1.375,0.3375,20.638436,7.98038425,4.40834725,6.6621325,12
1270,F,1.1625,1.425,0.3625,28.689694,14.55746825,6.6054335,7.5126175,10
1271,M,1.375,1.7,0.5125,45.245802,18.5122235,8.57572375,11.4815475,13
1272,M,1.15,1.475,0.3625,29.8520235,12.68640125,6.633783,9.2135875,9
1273,M,1.0625,1.375,0.3125,24.437269,9.8372765,4.5075705,7.2291225,11
1274,M,0.9625,1.1875,0.35,18.01610725,9.6671795,3.98310475,4.706017,8
1275,I,0.9,1.175,0.3375,14.5999925,4.9611625,3.0333965,4.9611625,11
1276,F,1.45,1.75,0.5125,63.3766675,31.34037225,14.7133905,14.9827108,13
1277,F,1.1,1.425,0.3875,24.720764,11.12717875,5.499803,6.7755305,11
1278,M,1.2875,1.6125,0.4625,37.874932,15.762322,8.49067525,9.7805775,19
1279,I,0.8875,1.2125,0.275,15.5071765,6.16601625,3.345241,4.2807745,8
1280,F,1.15,1.45,0.3875,25.41532675,11.69416875,5.23048275,8.50485,10
1281,I,0.6125,0.825,0.225,4.80524025,2.19708625,0.963883,1.48834875,6
1282,F,1.3125,1.675,0.5,43.488133,19.83047525,10.7444605,12.0485375,13
1283,M,1.15,1.45,0.3625,30.12134375,14.4865945,5.85417175,8.788345,10
1284,F,1.3,1.625,0.4875,47.513762,21.16290175,8.4198015,12.757275,10
1285,I,0.8875,1.125,0.275,14.81261375,7.35669525,2.324659,3.96893,6
1286,F,1.1875,1.5375,0.4125,37.1094955,18.10115575,7.3425205,8.9300925,9
1287,M,0.9625,1.2875,0.3,15.4504775,6.2652395,2.948348,4.819415,9
1288,M,1.0375,1.375,0.3875,20.25571775,9.19941275,5.00368675,5.6699,8
1289,M,1.325,1.6875,0.4125,41.31939625,18.01610725,8.0796075,11.623295,13
1290,I,0.6,0.8125,0.1875,3.30271675,1.54504775,0.52446575,0.9922325,5
1291,I,0.875,1.15,0.325,15.4504775,7.2291225,3.2601925,3.8271825,8
1292,I,1.0125,1.325,0.325,18.597272,8.391452,3.52951275,4.819415,11
1293,M,1.2125,1.5375,0.4625,37.96112875,14.5999925,7.3425205,11.509897,23
1294,F,1.2,1.5625,0.4125,34.40211825,15.63474925,7.41339425,10.20582,10
1295,I,0.8375,1.125,0.2875,11.509897,4.63514325,2.36718325,3.8271825,7
1296,I,0.8125,1.1,0.2875,10.4609655,4.8477645,2.5231055,3.40194,7
1297,M,1.15,1.475,0.35,28.066005,13.99047825,6.3786375,7.1724235,9
1298,I,0.7625,1.0125,0.275,8.9300925,3.912231,1.80019325,2.83495,7
1299,M,1.2625,1.6,0.425,30.8726055,14.4298955,6.747181,9.2135875,11
1300,I,0.7375,0.9875,0.2375,8.958442,3.55786225,1.63009625,2.83495,6
1301,F,0.975,1.2875,0.3125,17.2648455,6.81805475,4.03980375,6.0951425,14
1302,F,1.3625,1.75,0.4125,43.02036625,18.9091165,8.49067525,11.623295,11
1303,I,0.8125,1.0625,0.3125,10.64523725,4.46504625,2.25378525,2.9766975,8
1304,M,0.675,0.9125,0.2375,5.71242425,2.2963095,1.31825175,1.984465,6
1305,F,1.125,1.45,0.3375,26.7902775,12.54465375,5.8683465,6.3786375,9
1306,M,1.1875,1.5625,0.325,29.27085875,12.23280925,7.540967,7.93786,16
1307,F,1.0875,1.425,0.425,24.84833675,9.8939755,5.08873525,7.7961125,13
1308,F,1.15,1.525,0.375,31.00017825,14.514944,7.01650125,9.63883,15
1309,I,0.975,1.25,0.3,14.5432935,6.73300625,3.345241,4.35164825,8
1310,M,1.2125,1.5875,0.4125,35.81959325,17.08057375,7.6260155,8.9867915,12
1311,M,1.125,1.375,0.35,22.12678475,10.07824725,4.7910655,6.520385,8
1312,I,1.1125,1.45,0.35,23.88445375,11.8784405,5.17378375,6.6621325,11
1313,F,1.35,1.7625,0.5,63.37530725,33.18308975,13.62193475,14.17475,11
1314,M,1.3,1.6125,0.475,37.15201975,14.401546,8.4198015,12.6155275,12
1315,F,1.3,1.65,0.3875,41.4753185,18.9091165,6.917278,10.0640725,8
1316,M,1.1375,1.4875,0.375,30.83008125,13.50853675,6.90310325,7.5126175,10
1317,M,1.2125,1.5625,0.3875,28.81726675,13.90542975,5.59902625,8.80251975,15
1318,M,0.9375,1.175,0.3375,15.77649675,8.54737425,2.93417325,4.7343665,6
1319,M,0.975,1.2625,0.2625,16.51358375,7.2291225,4.57844425,5.10291,9
1320,I,1.1,1.4,0.3625,24.76328825,10.21999475,4.57844425,7.37087,14
1321,I,1.05,1.2625,0.35,19.43358225,10.6877615,3.81300775,4.7910655,8
1322,M,1.225,1.55,0.375,32.07745925,13.6361095,6.64795775,9.4970825,9
1323,M,1.1875,1.5375,0.4625,33.3673615,16.68368075,6.76135575,9.7805775,10
1324,F,1.2625,1.6125,0.45,37.52056325,16.839603,8.40562675,11.7650425,12
1325,I,0.8,1.0375,0.25,10.9712565,4.025629,1.91359125,3.2601925,11
1326,F,1.1625,1.4625,0.4625,31.75144,13.36678925,6.98815175,8.9300925,12
1327,F,1.2375,1.5625,0.375,32.19085725,15.2803805,6.98815175,9.39785925,10
1328,F,1.125,1.4375,0.375,28.0943545,13.73533275,5.17378375,8.3631025,12
1329,I,0.8875,1.15,0.3,13.8062065,6.2085405,3.75630875,3.5436875,8
1330,F,1.1625,1.4625,0.375,24.8058125,10.942907,4.97533725,7.93786,11
1331,I,0.525,0.7,0.1625,2.76407625,1.1623295,0.69456275,0.793786,5
1332,I,0.7,0.95,0.225,8.5331995,3.515338,1.54504775,2.26796,7
1333,I,0.875,1.125,0.3,13.60776,6.3786375,2.82077525,3.01922175,6
1334,F,1.225,1.575,0.4375,38.08755325,19.3627085,9.6104805,8.3631025,10
1335,I,0.9,1.1625,0.275,14.04717725,6.73300625,2.4664065,3.96893,8
1336,F,1.025,1.3,0.3375,22.75047375,9.73805325,4.649318,7.5126175,8
1337,I,0.4125,0.55,0.1375,1.3891255,0.60951425,0.340194,0.56699,4
1338,M,1.0625,1.4125,0.3625,24.153774,11.18387775,5.03203625,7.37087,9
1339,M,1.1125,1.375,0.375,21.659018,8.32057825,3.8838815,7.93786,10
1340,F,1.175,1.4375,0.3375,29.41260625,14.3164975,5.8683465,6.59125875,8
1341,I,0.9375,1.25,0.3125,15.29455525,6.577084,3.01922175,4.819415,9
1342,I,0.5625,0.75,0.175,4.819415,1.5025235,1.1056305,1.14815475,6
1343,F,1.225,1.5625,0.425,35.0116325,12.26115875,7.3425205,11.056305,21
1344,M,1.2625,1.6125,0.4625,37.74735925,16.4710595,7.824462,11.24057675,11
1345,F,0.8875,1.15,0.35,13.08329425,4.26659975,2.67902775,5.23048275,9
1346,F,1.0375,1.3375,0.3875,21.035329,7.994559,4.77689075,8.3631025,19
1347,I,0.7125,0.95,0.25,7.98038425,3.55786225,1.43164975,2.4097075,7
1348,M,1.3125,1.625,0.425,38.71124225,17.73261225,8.34892775,12.0485375,12
1349,I,0.75,0.95,0.2,6.98815175,3.27436725,1.63009625,1.871067,5
1350,I,0.4,0.5375,0.1,1.31825175,0.5386405,0.226796,0.35436875,5
1351,I,1.0375,1.3625,0.3375,18.01610725,7.47009325,4.63514325,5.2446575,8
1352,M,1.1,1.45,0.4125,24.7491135,12.57300325,6.4353365,8.0796075,9
1353,F,1.075,1.4125,0.3625,26.988724,11.1413535,5.556502,7.654365,9
1354,M,1.25,1.575,0.4375,34.9549335,15.52135125,7.881161,10.3475675,10
1355,I,0.875,1.175,0.275,12.77144975,5.9817445,2.324659,3.5436875,7
1356,F,1.2125,1.6,0.4625,39.02308675,16.329312,8.43397625,11.056305,10
1357,I,1.05,1.375,0.3625,28.67551925,15.989118,6.30776375,6.6621325,7
1358,M,0.75,1,0.3,9.02931575,3.78465825,1.74349425,2.6932025,12
1359,M,1.275,1.65,0.4375,40.78075575,18.5689225,7.58349125,11.3681495,10
1360,F,1.1,1.3875,0.4125,25.51455,11.0846545,6.4353365,8.1930055,9
1361,I,0.8375,1.1125,0.275,12.927372,5.2446575,2.4097075,3.685435,8
1362,M,0.925,1.2125,0.3125,15.35125425,7.92368525,3.40194,4.80524025,8
1363,M,1.25,1.5625,0.425,37.54891275,16.74037975,6.690482,9.70970375,10
1364,F,1.1875,1.475,0.4125,30.83008125,14.401546,6.95980225,8.788345,9
1365,M,1.2875,1.6375,0.425,38.725417,17.3215445,6.59125875,11.0279555,10
1366,I,0.875,1.1375,0.2375,11.41067375,5.6699,2.381358,3.5436875,7
1367,M,1.375,1.7,0.475,45.3592,20.1564945,9.128539,12.3320325,15
1368,I,0.6625,0.9625,0.2,6.27941425,2.67902775,1.77184375,1.984465,6
1369,I,1.125,1.4375,0.3875,22.12678475,10.53183925,5.71242425,6.747181,9
1370,F,1.075,1.3875,0.375,24.7491135,9.62465525,5.7549485,6.463686,10
1371,M,1.05,1.3375,0.3875,26.18076325,11.679994,6.80388,7.5126175,12
1372,M,1.4125,1.8125,0.4875,49.90929475,23.28911425,13.380964,15.4504775,20
1373,I,0.85,1.1,0.25,10.0640725,5.37223025,1.74349425,2.4664065,7
1374,M,1.0875,1.425,0.3875,26.7902775,12.28950825,5.0745605,6.80388,11
1375,I,0.4625,0.6375,0.15,2.8066005,1.03475675,0.5953395,0.7087375,5
1376,M,1.15,1.4875,0.4125,26.3933845,11.793392,5.62737575,7.087375,8
1377,I,0.925,1.175,0.3125,13.84873075,5.9817445,3.0900955,4.3941725,6
1378,I,0.6875,0.925,0.2,6.30776375,2.721552,1.6159215,2.05533875,6
1379,F,1.225,1.575,0.4125,32.6302745,13.834556,7.484268,8.50485,9
1380,F,1.3125,1.675,0.4375,36.72677725,16.499409,8.1930055,10.3475675,13
1381,F,1.1625,1.5125,0.475,33.6508565,14.6566915,7.767763,9.63883,13
1382,I,0.775,1.05,0.2375,8.5898985,3.7137845,2.4664065,2.6365035,6
1383,F,0.8875,1.175,0.2875,13.154168,5.71242425,2.87747425,4.3941725,12
1384,M,1.275,1.5875,0.475,38.42774725,16.5277585,7.98038425,10.77281,14
1385,F,1.3,1.6375,0.4875,32.16250775,13.93377925,7.15824875,9.3269855,10
1386,M,1,1.3,0.325,21.9708625,9.93649975,4.43669675,5.953395,12
1387,I,0.7,0.95,0.225,7.994559,3.04757125,1.80019325,2.26796,7
1388,F,1.1125,1.475,0.3625,25.344453,11.07047975,5.82582225,7.37087,12
1389,I,0.6875,0.9375,0.2375,6.747181,2.948348,1.54504775,1.984465,7
1390,F,1.125,1.4375,0.3875,28.576296,10.6877615,6.39281225,8.3631025,12
1391,F,1.3125,1.625,0.475,38.22930075,16.9246515,8.71747125,11.0846545,10
1392,F,1.175,1.5125,0.4125,32.16250775,13.93377925,7.15824875,9.922325,12
1393,M,0.875,1.1875,0.3125,16.782904,8.43397625,4.15320175,3.96893,9
1394,F,1.175,1.475,0.3625,32.16250775,13.947954,7.15824875,7.5126175,11
1395,M,1.375,1.7875,0.5,55.46579675,22.07008575,11.9918385,14.74174,18
1396,F,1,1.3125,0.375,21.44639675,7.9095105,5.273007,6.3786375,13
1397,I,0.8,1.125,0.275,21.58814425,10.149121,4.1106775,4.592619,10
1398,M,1.1125,1.45,0.325,25.287754,11.41067375,5.9250455,6.23689,11
1399,M,1.3375,1.675,0.4875,48.477645,21.67319275,9.17106325,13.324265,12
1400,I,1.05,1.4,0.3125,18.27125275,8.7599955,3.9972795,5.00368675,9
1401,I,0.85,1.15,0.2875,11.77921725,4.63514325,2.56562975,3.2601925,9
1402,I,0.5,0.6875,0.1375,2.721552,1.0489315,0.5953395,0.80796075,5
1403,M,1.1,1.4,0.3875,26.43590875,12.20445975,5.726599,8.0796075,10
1404,M,0.9125,1.25,0.375,16.31513725,5.499803,3.92640575,5.10291,10
1405,F,1.225,1.5125,0.4625,36.4291075,11.69416875,7.6827145,10.61688775,18
1406,M,1.225,1.475,0.4,33.46658475,13.25339125,5.82582225,9.3269855,17
1407,M,1.1875,1.55,0.3875,33.35318675,14.685041,6.19436575,9.7805775,15
1408,I,0.825,1.0625,0.2875,10.75863525,4.5075705,2.48058125,2.83495,7
1409,M,1.125,1.4375,0.3625,28.5479465,13.31009025,5.68407475,7.12989925,9
1410,F,1.0125,1.325,0.425,20.25571775,7.69688925,5.25883225,7.5126175,9
1411,M,1.2,1.5625,0.3875,29.540179,12.303683,6.7755305,8.9867915,9
1412,F,1.2875,1.575,0.425,32.601925,16.215914,6.33611325,8.6465975,9
1413,M,1.1375,1.475,0.375,28.81726675,11.66581925,6.59125875,7.087375,11
1414,F,1.0375,1.3,0.35,20.41164,9.128539,4.89028875,5.386405,10
1415,I,0.5125,0.6375,0.175,2.608154,1.020582,0.69456275,0.7087375,5
1416,M,1.25,1.5125,0.4375,29.937072,9.979024,5.1312595,11.056305,17
1417,M,1.175,1.525,0.375,33.8776525,15.09610875,7.66853975,8.1363065,10
1418,I,0.9875,1.25,0.3,17.56251525,8.051258,3.67126025,4.6776675,8
1419,M,1.2625,1.5625,0.475,31.99241075,15.77649675,7.0023265,9.4970825,12
1420,M,0.8875,1.175,0.3125,14.911837,5.57067675,3.3735905,4.9611625,14
1421,I,0.9,1.175,0.375,14.458245,6.8322295,3.061746,3.8271825,9
1422,M,1.0375,1.425,0.3625,27.78251,13.62193475,5.0745605,7.654365,8
1423,I,0.325,0.4125,0.0625,0.907184,0.340194,0.24097075,0.283495,4
1424,I,0.525,0.725,0.1875,3.41611475,1.17650425,0.32601925,1.13398,6
1425,M,1.3125,1.7125,0.475,44.21104525,18.75319425,10.2341695,11.3398,13
1426,I,0.5625,0.7375,0.1875,4.309124,1.644271,1.1056305,1.417475,7
1427,I,0.875,1.175,0.3,14.78426425,6.3219385,3.50116325,4.819415,9
1428,I,0.9875,1.25,0.3125,15.15280775,6.08096775,3.04757125,4.9611625,8
1429,I,0.6625,0.9375,0.2375,6.64795775,2.83495,1.77184375,1.984465,6
1430,M,1.175,1.4875,0.3875,32.78619675,12.643877,6.8322295,8.3631025,10
1431,M,1.225,1.5,0.4125,32.41765325,14.33067225,6.917278,8.9300925,11
1432,F,1.25,1.6,0.425,43.6298805,19.901349,9.05766525,9.14271375,9
1433,I,0.85,1.1,0.275,11.89261525,4.80524025,2.608154,3.685435,7
1434,I,0.925,1.2125,0.3125,15.74814725,7.49844275,3.04757125,4.6776675,8
1435,I,0.5,0.7875,0.1625,2.948348,1.34660125,0.58116475,0.850485,5
1436,F,1.175,1.4875,0.3625,33.5941575,17.13727275,6.747181,8.3631025,10
1437,M,1.1,1.4125,0.375,25.92561775,10.19164525,4.89028875,7.654365,12
1438,I,1.05,1.3375,0.3625,19.504456,8.3064035,3.98310475,6.6621325,9
1439,F,1,1.25,0.3125,16.896302,6.8322295,3.572037,5.2446575,9
1440,F,1.0125,1.3125,0.325,22.0275615,8.618248,4.55009475,6.3786375,17
1441,M,1.275,1.6125,0.45,38.00250475,14.6566915,7.540967,12.3320325,12
1442,I,1,1.3,0.2875,17.90270925,6.64795775,3.27436725,5.0178615,7
1443,M,1.2125,1.525,0.4125,31.2694985,11.8784405,6.08096775,10.0640725,13
1444,F,0.875,1.1875,0.275,12.813974,5.40057975,2.8066005,4.3941725,10
1445,I,0.95,1.2875,0.35,18.2854275,9.62465525,4.025629,4.7343665,8
1446,F,1.1,1.4125,0.4375,24.73493875,9.355335,6.5487345,7.087375,11
1447,I,0.3375,0.4625,0.1,0.75126175,0.2551455,0.2551455,0.2551455,5
1448,I,0.9375,1.2125,0.3125,17.08057375,9.25611175,3.2601925,4.9611625,8
1449,M,0.875,1.125,0.275,13.56523575,5.88252125,2.96252275,3.69960975,8
1450,F,1.125,1.4375,0.375,26.54930675,12.417081,7.3992195,6.23689,10
1451,M,0.75,0.9625,0.225,7.72523875,3.2601925,1.6159215,2.1829115,6
1452,M,1.2125,1.525,0.4875,33.46658475,13.79203175,6.4353365,11.056305,17
1453,M,1.0875,1.4125,0.4,26.308336,11.49572225,6.1518415,7.654365,8
1454,I,0.75,0.9625,0.25,7.49844275,3.44446425,1.8994165,2.26796,6
1455,F,1.375,1.7375,0.4875,49.32813,23.71435675,11.60912025,13.834556,11
1456,F,1.225,1.5625,0.45,31.18445,14.2597985,6.30776375,9.07184,9
1457,M,1,1.275,0.3125,18.75319425,8.63242275,3.92640575,5.10291,8
1458,F,1.05,1.325,0.425,22.169309,8.3064035,4.97533725,9.07184,9
1459,M,1.1875,1.5375,0.4375,31.2694985,10.7444605,6.19436575,8.50485,16
1460,M,1.125,1.425,0.3875,26.20911275,10.75863525,6.39281225,7.2291225,11
1461,M,1.275,1.6125,0.475,41.8722115,17.1514475,9.8372765,10.3475675,12
1462,F,0.9875,1.3,0.3125,18.71067,8.334753,3.98310475,4.819415,9
1463,I,1.075,1.375,0.35,20.87940675,9.14271375,5.68407475,6.0951425,9
1464,I,0.6,0.8125,0.1875,4.60679375,1.91359125,0.907184,1.2757275,6
1465,I,0.9875,1.3,0.35,15.03940975,6.7188315,3.27436725,4.6776675,8
1466,M,1.1375,1.4875,0.375,28.576296,13.93377925,5.96756975,8.221355,12
1467,F,1.225,1.575,0.4,34.5013415,15.30873,7.75358825,8.221355,10
1468,F,1.2125,1.55,0.4125,29.49765475,13.65028425,6.30776375,8.50485,11
1469,F,1.2,1.575,0.3875,34.9549335,15.77649675,7.66853975,9.7805775,15
1470,M,1.1125,1.45,0.325,24.62154075,11.07047975,6.406987,6.80388,10
1471,M,1.25,1.5625,0.425,33.46658475,13.16834275,5.8683465,10.24834425,13
1472,I,0.875,1.2,0.275,12.99824575,5.046211,2.8066005,3.8271825,8
1473,F,0.975,1.2875,0.3125,16.839603,7.04485075,3.7137845,4.9611625,11
1474,I,0.5125,0.6875,0.175,2.31048425,0.97805775,0.680388,0.8788345,5
1475,F,1,1.2625,0.3125,20.3265915,6.577084,4.706017,6.80388,12
1476,F,1.2,1.525,0.4,28.78891725,13.90542975,6.8322295,8.50485,10
1477,M,0.925,1.2125,0.2875,14.07552675,6.7188315,2.90582375,4.3941725,9
1478,M,1.35,1.7125,0.4375,46.84754875,21.33299875,9.9506745,12.45960525,11
1479,F,0.7375,0.9875,0.2375,8.958442,3.515338,1.587572,3.118445,13
1480,I,0.675,0.9,0.2375,5.443104,2.7499015,1.23320325,1.8994165,7
1481,I,1.0875,1.425,0.375,24.84833675,10.489315,4.63514325,7.7961125,13
1482,M,1.25,1.625,0.4375,37.32211675,17.4349425,7.314171,10.035723,10
1483,M,1.0625,1.4125,0.4125,23.700182,10.04989775,4.89028875,7.2291225,8
1484,M,1.325,1.7375,0.4875,43.98424925,14.81261375,10.9712565,12.96989625,10
1485,I,0.5625,0.7375,0.1875,3.67126025,1.417475,0.89300925,1.28990225,5
1486,I,0.8875,1.175,0.3125,12.99824575,5.499803,2.608154,3.685435,9
1487,M,1.225,1.5625,0.3875,33.8776525,15.52135125,8.80251975,8.3631025,9
1488,M,1.225,1.5625,0.3875,34.5013415,18.75319425,8.7599955,8.9300925,10
1489,F,1.4375,1.7625,0.5625,49.59745025,19.29183475,11.793392,13.60776,10
1490,F,1.3125,1.6,0.475,38.03085425,14.84096325,7.01650125,9.355335,23
