id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight
16473,I,1.325,1.025,0.2875,18.937466,8.34892775,3.95475525,5.5281525
16474,F,1.65,1.2875,0.425,44.395317,24.39474475,9.39785925,11.623295
16475,M,1.6125,1.25,0.4,35.19590425,13.6928085,9.1001895,10.0640725
16476,M,1.4375,1.125,0.3625,27.1871705,11.15552825,6.76135575,7.2291225
16477,M,1.675,1.3125,0.5,44.38114225,19.6462035,8.391452,13.7495075
16478,F,1.25,1.0,0.3375,16.85377775,6.73300625,3.6003865,5.2446575
16479,M,1.475,1.125,0.4,25.64212275,10.092422,6.27941425,7.93786
16480,F,1.425,1.1125,0.4125,29.766975,12.23280925,6.53455975,8.9300925
16481,I,0.95,0.7625,0.275,9.19941275,3.855532,1.99863975,2.494756
16482,I,1.275,1.0,0.3125,17.123098,7.10154975,3.50116325,5.5281525
16483,I,1.225,0.9625,0.275,16.40018575,7.1724235,3.175144,3.96893
16484,M,1.7375,1.4125,0.4,49.68249875,23.6151335,10.70193625,14.628342
16485,F,1.525,1.1625,0.4875,30.03629525,11.4248485,5.51397775,12.6155275
16486,I,0.925,0.6875,0.25,7.144074,3.01922175,1.57339725,2.26796
16487,F,1.4375,1.125,0.375,25.10348225,12.0485375,5.7549485,7.5126175
16488,F,1.5625,1.225,0.3875,34.5013415,16.726205,6.56290925,8.9300925
16489,M,1.15,0.8625,0.2875,13.48018725,5.8683465,2.87747425,4.3941725
16490,F,1.4125,1.1375,0.45,26.9036755,10.16329575,5.8683465,7.5126175
16491,F,1.2125,0.8875,0.2875,16.386011,7.9095105,3.75630875,3.8271825
16492,I,0.9,0.6875,0.25,7.10154975,3.33106625,1.8427175,2.1262125
16493,I,1.175,0.875,0.325,12.48795475,5.96756975,2.99087225,3.685435
16494,I,1.2875,0.9625,0.3125,15.52135125,6.973977,3.1467945,4.6776675
16495,I,0.9375,0.775,0.225,8.50485,3.96893,1.31825175,2.50893075
16496,M,1.5,1.1875,0.4875,33.43823525,10.942907,5.783298,10.77281
16497,M,1.6,1.2,0.4125,29.72445075,13.721158,6.010094,9.4970825
16498,F,1.55,1.225,0.375,31.127751,15.37960375,6.42116175,8.50485
16499,M,1.4,1.0375,0.3875,22.92057075,9.7238785,5.7549485,7.37087
16500,M,1.425,1.175,0.4,24.9192105,12.14776075,4.309124,6.0951425
16501,M,1.55,1.2125,0.375,31.581343,11.38232425,8.0229085,9.2135875
16502,M,1.2875,0.9625,0.3,16.48523425,7.21494775,3.0333965,5.216308
16503,I,1.175,0.8875,0.3375,14.35902175,6.08096775,1.74349425,4.32329875
16504,M,1.325,1.0625,0.325,22.41027975,10.77281,4.77689075,6.3219385
16505,I,1.175,0.925,0.3125,14.5999925,6.13766675,3.04757125,4.9611625
16506,F,1.5375,1.175,0.4125,32.13415825,13.99047825,7.27164675,8.9300925
16507,M,1.5,1.1625,0.425,36.55668025,16.4710595,7.83863675,8.788345
16508,I,1.175,0.9,0.3125,13.154168,5.8683465,3.1467945,4.2240755
16509,M,1.55,1.175,0.4,31.75144,13.5794105,6.350288,9.1001895
16510,I,1.0125,0.775,0.275,10.3475675,4.72019175,1.80019325,2.9766975
16511,M,1.4625,1.15,0.4,27.76833525,10.90038275,5.2446575,9.07184
16512,I,1.2625,0.975,0.2875,17.463292,8.334753,3.47281375,4.2807745
16513,F,1.4,1.1,0.4125,25.741346,11.35397475,4.5075705,8.0796075
16514,I,0.9625,0.7125,0.2125,6.81805475,2.891649,0.9355335,1.984465
16515,M,1.2875,0.975,0.3125,17.70426275,8.97261675,3.04757125,4.9611625
16516,I,1.35,1.05,0.35,21.58814425,9.82310175,5.1879585,5.0178615
16517,F,1.55,1.225,0.3875,31.70891575,15.8473705,7.15824875,8.3064035
16518,M,1.7125,1.3,0.45,42.184056,20.0430965,10.6310625,13.4660125
16519,I,1.125,0.8375,0.3,10.7444605,4.69184225,2.16873675,3.118445
16520,M,1.6,1.3125,0.45,43.02036625,19.901349,8.4198015,10.546014
16521,M,1.7375,1.4125,0.5375,49.90929475,12.6155275,12.6155275,17.1514475
16522,F,1.025,0.7625,0.2125,10.0073735,3.345241,1.8427175,2.83495
16523,I,0.825,0.6,0.1875,4.819415,2.3530085,0.963883,1.2757275
16524,M,1.4125,1.1,0.4375,26.01066625,11.35397475,5.59902625,7.37087
16525,F,1.375,1.075,0.3875,22.55202725,10.19164525,4.4508715,6.3786375
16526,F,1.1,0.85,0.275,10.41844125,3.86970675,2.50893075,3.40194
16527,M,1.525,1.175,0.4125,30.674159,11.49572225,6.98815175,10.9712565
16528,F,1.2875,0.9875,0.35,17.6617385,8.09378225,3.855532,4.9611625
16529,I,1.2625,0.8875,0.275,14.3731965,7.6260155,2.9199985,3.8271825
16530,I,1.3,1.05,0.3625,21.27629975,11.35397475,4.6209685,5.5281525
16531,M,1.55,1.2125,0.4625,33.52328375,12.40290625,8.60407325,11.056305
16532,F,1.575,1.225,0.3875,33.04134225,14.231449,8.221355,8.9300925
16533,F,1.575,1.2125,0.375,32.16250775,14.968536,7.200773,7.5126175
16534,I,1.15,0.875,0.3,14.72756525,6.02426875,3.01922175,3.98310475
16535,I,0.875,0.6625,0.225,5.06038575,2.0695135,1.0489315,1.984465
16536,I,1.1125,0.875,0.35,14.33067225,3.685435,2.9199985,5.953395
16537,F,1.5125,1.25,0.375,31.18445,15.5071765,6.5487345,7.6827145
16538,M,1.3,1.0375,0.3625,23.0481435,8.561549,4.3374735,8.50485
16539,I,1.0375,0.7625,0.25,9.51125725,4.74854125,1.94194075,2.324659
16540,I,1.375,1.075,0.325,23.79940525,12.3887315,4.6209685,5.5281525
16541,M,1.45,1.1625,0.4125,34.7848365,15.80484625,6.95980225,9.922325
16542,I,1.3,0.9875,0.275,16.45688475,9.1001895,2.67902775,4.195726
16543,I,1.3375,1.0125,0.3875,21.9708625,8.561549,5.2446575,5.8116475
16544,F,1.5625,1.225,0.4125,32.6869735,14.64251675,6.917278,8.6465975
16545,M,1.2,0.975,0.325,16.782904,5.88252125,3.27436725,5.386405
16546,I,0.6875,0.5,0.2125,2.664853,0.963883,0.66621325,0.94970825
16547,I,1.1875,0.9,0.2875,14.2030995,6.87475375,3.0333965,4.6776675
16548,F,1.45,1.125,0.4625,28.292801,10.81533425,4.932813,10.3475675
16549,M,1.4125,1.1,0.3875,22.15513425,9.6671795,4.46504625,6.23689
16550,M,1.3875,1.0375,0.35,23.51591025,9.96484925,4.762716,6.76135575
16551,F,1.6125,1.35,0.4875,49.90929475,17.8318355,9.25611175,14.17475
16552,I,1.1625,0.8875,0.3,14.968536,6.123492,3.52951275,3.96893
16553,F,1.55,1.3125,0.425,33.0838665,12.34620725,6.98815175,12.0485375
16554,F,1.5,1.225,0.375,33.52328375,9.62465525,6.6054335,9.07184
16555,I,1.1,0.85,0.2625,11.6516445,5.74077375,2.6365035,3.10427025
16556,F,1.1875,0.925,0.3,16.839603,7.994559,3.72795925,4.3941725
16557,M,1.5125,1.15,0.4375,32.16250775,13.93377925,7.6260155,8.788345
16558,I,1.375,1.0625,0.3375,20.3265915,9.25611175,4.819415,5.953395
16559,M,1.55,1.2,0.3875,33.0271675,18.257078,6.44951125,8.221355
16560,M,1.525,1.2,0.4125,33.52328375,14.401546,6.44951125,9.525432
16561,I,1.15,0.8875,0.2625,13.04077,6.30776375,2.4664065,3.118445
16562,I,0.7,0.525,0.15,3.005047,1.17650425,0.8788345,0.850485
16563,F,0.9875,0.7875,0.3,10.716111,3.798833,2.33883375,3.40194
16564,F,1.475,1.1625,0.35,27.21552,13.53688625,6.80388,7.257472
16565,I,1.525,1.1875,0.4,28.2077525,12.65805175,7.44174375,7.7961125
16566,I,0.85,0.6375,0.2,5.0745605,2.26796,1.417475,1.5592225
16567,M,1.4375,1.0875,0.3875,24.73493875,11.509897,4.60679375,6.36446275
16568,M,1.375,1.1125,0.375,22.35358075,8.91591775,6.0951425,6.9456275
16569,I,1.3625,1.05,0.3125,21.58814425,9.25611175,4.15320175,6.3786375
16570,M,1.325,1.05,0.325,19.43358225,8.15048125,4.18155125,5.9250455
16571,F,1.225,1.0,0.3625,17.50581625,5.6699,3.9405805,6.80388
16572,F,1.5125,1.2375,0.425,31.581343,13.13999325,8.88756825,9.922325
16573,M,1.5125,1.175,0.3875,26.2232875,11.8784405,5.386405,7.5126175
16574,M,1.675,1.3375,0.3875,42.354153,17.1514475,9.525432,12.47378
16575,I,0.475,0.3625,0.1125,0.77961125,0.29766975,0.15592225,0.2551455
16576,F,1.5375,1.1875,0.3625,31.62386725,13.25339125,8.60407325,8.9300925
16577,I,1.25,0.9625,0.3125,17.02387475,9.85145125,4.025629,5.10291
16578,M,1.4375,1.125,0.425,28.066005,7.69688925,6.2652395,12.6155275
16579,F,1.3125,1.0125,0.375,18.83824275,7.7961125,4.7343665,5.8116475
16580,M,1.2375,0.9125,0.2875,12.68640125,5.499803,3.061746,3.3168915
16581,I,1.175,0.9375,0.3,13.8062065,6.406987,2.608154,3.8271825
16582,F,1.5,1.125,0.375,35.3518265,17.08057375,7.824462,6.9456275
16583,M,1.5,1.175,0.4125,31.62386725,11.8784405,6.690482,10.489315
16584,I,1.05,0.8125,0.2875,11.5382465,4.97533725,2.608154,3.40194
16585,I,1.2625,0.975,0.3125,18.10115575,8.561549,4.2240755,4.9611625
16586,I,1.3,1.025,0.2875,20.184844,9.45455825,4.252425,5.953395
16587,I,0.7,0.5,0.1875,3.30271675,1.54504775,0.80796075,0.850485
16588,I,0.9375,0.7125,0.2375,7.144074,3.44446425,1.68679525,2.664853
16589,M,1.525,1.1375,0.3625,27.0170735,13.13999325,4.72019175,7.654365
16590,M,1.1875,0.9,0.3,12.813974,4.4508715,2.7499015,4.3941725
16591,M,1.675,1.3125,0.475,39.41997975,17.08057375,9.7805775,10.6310625
16592,F,1.3375,1.0,0.325,18.030282,7.7961125,4.195726,6.3786375
16593,I,1.175,0.8875,0.2375,11.55242125,4.7343665,2.87747425,3.2601925
16594,F,1.325,1.0875,0.4,20.3265915,8.1930055,4.4508715,6.6621325
16595,I,0.85,0.6375,0.2,5.06038575,2.22543575,0.86465975,1.5592225
16596,F,1.6125,1.2,0.4,34.5013415,17.67591325,8.09378225,7.93786
16597,I,1.1,0.8,0.275,10.41844125,4.309124,2.097863,3.40194
16598,M,1.725,1.3375,0.5375,50.53298375,23.94115275,10.36174225,15.26620575
16599,F,1.5125,1.175,0.375,33.29648775,13.5227115,8.2497045,7.767763
16600,M,1.3875,1.075,0.3875,20.87940675,9.42620875,4.46504625,6.6621325
16601,M,1.5375,1.175,0.4125,32.02076025,15.46465225,6.30776375,8.3631025
16602,M,0.4875,0.3625,0.125,0.907184,0.283495,0.226796,0.340194
16603,I,1.2375,0.95,0.3,18.83824275,8.74582075,3.72795925,5.2446575
16604,F,1.3375,1.05,0.3625,27.499015,8.51902475,4.97533725,8.3631025
16605,F,1.55,1.2125,0.45,45.74191825,11.453198,9.96484925,13.04077
16606,I,0.95,0.6875,0.2125,6.95980225,2.50893075,1.51669825,1.984465
16607,I,1.2125,0.925,0.3,12.984071,5.1312595,2.96252275,4.3941725
16608,F,1.2375,0.95,0.3625,15.365429,6.0951425,3.6003865,4.819415
16609,I,0.6875,0.5,0.15,2.48058125,0.9922325,0.623689,0.850485
16610,I,0.4875,0.3625,0.1375,1.0489315,0.680388,0.2551455,0.21262125
16611,M,1.525,1.1375,0.375,31.62386725,15.422128,6.25106475,7.654365
16612,F,1.4125,1.125,0.375,26.08154,11.4248485,4.83358975,8.3631025
16613,M,1.55,1.225,0.3875,31.3828965,13.73533275,8.1363065,8.1363065
16614,M,1.3625,1.0125,0.325,21.50309575,9.85145125,4.86193925,5.386405
16615,M,1.4625,1.15,0.4625,31.22697425,11.453198,6.27941425,11.4815475
16616,I,0.675,0.475,0.15,2.67902775,1.26155275,0.4819415,0.850485
16617,F,1.4125,1.125,0.375,25.51455,11.92096475,5.20213325,6.80388
16618,M,1.7625,1.3375,0.5,51.21337175,23.94115275,11.2547515,13.60776
16619,M,1.25,0.9375,0.3375,14.004653,5.99591925,3.98310475,4.97533725
16620,F,1.5875,1.275,0.425,43.30386125,18.15785475,8.57572375,11.3398
16621,I,1.3125,1.0625,0.3625,20.97863,9.19941275,4.5075705,5.00368675
16622,F,1.25,0.95,0.3125,14.004653,5.9817445,2.9199985,4.3941725
16623,M,1.525,1.175,0.3875,24.73493875,10.41844125,4.74854125,8.3631025
16624,M,1.425,1.125,0.35,23.71435675,11.736693,5.40057975,6.0384435
16625,F,1.45,1.1125,0.4125,29.24250925,12.1619355,7.767763,7.087375
16626,M,1.55,1.175,0.375,31.127751,15.422128,6.010094,8.20718025
16627,F,1.625,1.275,0.4375,39.22153325,18.9091165,8.561549,13.1825175
16628,F,1.425,1.075,0.35,23.00561925,8.561549,5.556502,6.80388
16629,F,1.475,1.1875,0.4875,31.524644,10.6877615,7.52679225,9.07184
16630,F,1.6375,1.325,0.475,38.00250475,16.8112535,8.3064035,11.7650425
16631,F,1.25,0.95,0.3,16.3576615,7.15824875,3.118445,5.2446575
16632,F,1.4375,1.1125,0.3125,24.11124975,11.169703,5.40057975,6.23689
16633,F,1.5625,1.2,0.4125,30.1355185,12.813974,7.427569,8.9300925
16634,I,0.9,0.675,0.25,6.0951425,2.33883375,1.68679525,1.5592225
16635,M,1.6125,1.2875,0.4625,39.7743485,18.86659225,8.29222875,10.3475675
16636,I,1.175,0.9125,0.2625,11.77921725,4.72019175,2.50893075,3.30271675
16637,I,0.7,0.5375,0.175,3.005047,1.17650425,0.72291225,0.94970825
16638,M,1.6,1.2,0.3875,36.78347625,17.463292,8.63242275,9.4970825
16639,I,1.3875,1.075,0.35,26.32251075,11.38232425,5.9817445,7.2291225
16640,I,1.4625,1.1625,0.375,23.81358,8.91591775,5.499803,8.17883075
16641,M,1.3375,1.0625,0.325,23.62930825,7.484268,4.3374735,8.3631025
16642,M,1.4125,1.0375,0.425,25.33027825,8.8733935,5.59902625,7.7961125
16643,M,1.45,1.1375,0.3375,28.50542225,11.0846545,6.30776375,7.087375
16644,F,1.5125,1.2125,0.375,29.21415975,11.07047975,6.973977,10.489315
16645,F,1.5625,1.3,0.4125,38.90968875,17.4916415,8.561549,8.74582075
16646,I,1.225,0.95,0.35,14.61416725,5.6982495,2.9199985,4.6776675
16647,I,0.8,0.6,0.225,3.572037,1.54504775,0.94970825,1.13398
16648,F,1.425,1.0875,0.375,24.323871,10.6877615,4.989512,6.23689
16649,M,1.5,1.175,0.45,32.715323,13.25339125,6.2652395,8.9300925
16650,M,1.525,1.2125,0.475,35.210079,11.736693,8.221355,11.7650425
16651,I,1.275,0.9875,0.3375,16.9246515,7.257472,3.41611475,5.2446575
16652,F,1.5875,1.275,0.475,40.78075575,16.0741665,8.57572375,12.6155275
16653,I,1.0,0.75,0.25,7.9662095,3.92640575,1.6159215,2.26796
16654,M,1.6875,1.4,0.475,47.95317925,23.71435675,10.41844125,12.6155275
16655,F,1.5125,1.1875,0.475,38.51279575,16.23008875,7.83863675,11.056305
16656,F,1.375,1.0625,0.3,21.72989175,9.8372765,6.19436575,5.953395
16657,I,0.8375,0.625,0.225,5.783298,2.67902775,1.13398,1.40330025
16658,M,1.5125,1.225,0.4375,33.89182725,14.911837,7.18659825,10.489315
16659,M,1.4125,1.125,0.375,31.808139,11.5382465,6.5487345,8.6465975
16660,I,1.2125,0.8875,0.325,12.74310025,4.876114,2.948348,4.479221
16661,I,1.1375,0.8625,0.3,12.28950825,4.72019175,3.5436875,4.6776675
16662,I,1.425,1.075,0.3625,21.87163925,9.695529,4.8477645,5.10291
16663,I,1.075,0.825,0.275,10.716111,4.8477645,2.5231055,3.40194
16664,M,1.5375,1.175,0.4375,31.581343,13.31009025,6.44951125,10.035723
16665,I,0.9625,0.7,0.2375,7.75358825,3.5436875,1.7860185,2.4097075
16666,M,1.3875,1.1375,0.425,24.607366,9.19941275,4.7343665,8.0796075
16667,I,1.325,1.05,0.3625,20.41164,7.7961125,4.7910655,6.6054335
16668,F,1.4,1.1625,0.45,28.8314415,11.3681495,5.329706,10.77281
16669,I,1.025,0.75,0.225,7.93786,2.948348,1.63009625,2.551455
16670,I,1.425,1.0875,0.35,25.44367625,14.52911875,4.52174525,6.19436575
16671,F,1.225,0.95,0.35,16.9246515,8.63242275,3.86970675,4.32329875
16672,I,0.825,0.65,0.225,5.3013565,2.6365035,1.20485375,1.8427175
16673,M,1.525,1.2125,0.425,35.76289425,15.705623,7.47009325,9.07184
16674,I,1.25,1.0,0.3625,22.849697,9.87980075,5.10291,6.0951425
16675,M,1.725,1.375,0.475,52.34735175,21.78659075,10.41844125,12.757275
16676,I,1.0,0.75,0.2375,7.95203475,2.9766975,1.8994165,2.1262125
16677,F,1.3125,1.025,0.3375,19.9863975,8.40562675,4.01145425,5.5281525
16678,I,1.1625,0.9125,0.275,16.40018575,7.087375,3.0900955,3.75630875
16679,F,1.3,1.0125,0.3,20.25571775,8.8733935,4.86193925,5.2446575
16680,F,1.6375,1.3125,0.475,37.1094955,13.8062065,7.200773,11.90679
16681,F,1.3,1.0625,0.4125,26.03901575,12.1619355,5.556502,7.2291225
16682,F,1.5,1.15,0.375,29.01571325,11.793392,6.13766675,8.50485
16683,M,1.6125,1.25,0.375,36.457457,13.59358525,8.50485,9.2135875
16684,I,0.7,0.525,0.1375,3.005047,1.17650425,0.75126175,0.97805775
16685,M,1.6125,1.275,0.4,38.782116,16.612807,8.15048125,10.2341695
16686,I,1.0625,0.8125,0.275,10.98543125,4.2240755,2.4664065,3.40194
16687,M,1.2875,0.9625,0.3,17.36406875,9.62465525,3.4869885,4.876114
16688,F,1.3,0.9875,0.3375,18.14368,7.9095105,3.6003865,5.5281525
16689,M,1.425,1.0875,0.3875,27.03124825,9.8372765,4.876114,9.2135875
16690,M,1.625,1.275,0.475,39.405805,20.97863,8.12213175,10.19164525
16691,M,1.2,0.925,0.3375,18.18620425,7.654365,4.025629,5.6982495
16692,I,0.95,0.7,0.25,9.07184,4.309124,1.8427175,2.551455
16693,M,0.8375,0.65,0.2125,5.10291,2.26796,1.20485375,1.5592225
16694,F,1.4375,1.125,0.4875,28.44872325,13.947954,5.59902625,8.9300925
16695,I,0.975,0.725,0.225,6.7188315,3.005047,1.11980525,2.26796
16696,I,1.1,0.8375,0.2625,11.169703,5.499803,2.67902775,3.81300775
16697,M,1.3875,1.075,0.4125,24.38057,14.0330025,5.48562825,6.010094
16698,M,1.475,1.2,0.4375,31.75144,10.98543125,7.10154975,8.29222875
16699,I,0.875,0.6625,0.225,5.5848515,2.19708625,0.86465975,1.8427175
16700,M,1.175,0.9125,0.4,23.81358,11.1413535,4.6776675,5.5281525
16701,F,1.6625,1.3125,0.475,39.179009,19.03668925,8.80251975,9.4970825
16702,F,1.575,1.175,0.4375,33.83512825,15.32290475,7.47009325,9.7238785
16703,F,1.4,1.075,0.35,22.04173625,9.85145125,4.86193925,6.4353365
16704,M,1.65,1.3125,0.4875,41.4753185,14.6566915,7.52679225,15.025235
16705,I,0.7,0.525,0.15,2.76407625,1.020582,0.5386405,0.850485
16706,M,1.4125,1.1125,0.3875,26.71940375,11.679994,5.3013565,8.788345
16707,I,1.275,1.0,0.3125,14.458245,6.7755305,3.64291075,4.60679375
16708,M,1.1375,0.9,0.275,13.2392165,6.16601625,3.01922175,3.2034935
16709,F,1.5,1.2,0.3875,29.5685285,11.35397475,6.64795775,9.4970825
16710,F,1.5125,1.1875,0.4125,35.76289425,14.69921575,7.7961125,8.68912175
16711,M,1.45,1.175,0.375,27.612413,12.48795475,5.386405,8.221355
16712,M,1.65,1.3125,0.475,42.921143,16.4710595,8.4765005,11.056305
16713,I,1.3,0.975,0.2875,16.386011,5.11708475,4.40834725,5.10291
16714,M,1.3125,1.0125,0.3375,22.0275615,8.561549,4.479221,6.6621325
16715,M,1.3875,1.075,0.3875,23.8986285,7.314171,5.42892925,7.5126175
16716,F,1.5625,1.1875,0.4125,32.715323,15.478827,7.66853975,8.9300925
16717,F,1.5625,1.25,0.4125,32.16250775,13.9196045,6.98815175,9.922325
16718,M,1.45,1.15,0.4375,27.9809565,10.19164525,6.36446275,8.0796075
16719,I,0.1875,0.2875,0.05,0.41106775,0.15592225,0.0850485,0.1417475
16720,I,0.7,0.525,0.2,3.798833,2.39553275,0.58116475,0.9922325
16721,F,1.7125,1.325,0.45,50.56133325,23.6151335,11.60912025,9.355335
16722,M,1.5,1.1625,0.3875,29.95124675,12.417081,7.7394135,8.0796075
16723,F,1.625,1.25,0.4125,33.55163325,16.20173925,6.690482,8.788345
16724,I,1.3,1.0,0.35,21.16290175,9.42620875,3.98310475,5.2446575
16725,M,1.7125,1.3125,0.4875,49.34230475,21.72989175,10.2908685,12.82814875
16726,F,1.5375,1.1875,0.3875,29.199985,12.34620725,7.01650125,8.788345
16727,F,1.4875,1.1625,0.3875,28.02348075,11.75086775,5.25883225,9.7805775
16728,I,0.9125,0.675,0.2125,5.5848515,2.551455,1.09145575,1.814368
16729,F,1.5625,1.225,0.3875,31.75144,14.04717725,6.22271525,9.7805775
16730,I,0.9375,0.6875,0.2,6.90310325,3.86970675,1.77184375,1.984465
16731,F,1.25,0.975,0.3125,16.3009625,6.98815175,3.04757125,4.422522
16732,F,1.575,1.225,0.375,34.7848365,16.3009625,8.8166945,8.788345
16733,I,0.7,0.5,0.1875,2.99087225,1.26155275,0.4252425,0.850485
16734,M,1.3125,1.0,0.35,18.030282,9.42620875,3.04757125,4.819415
16735,M,1.6125,1.225,0.4875,33.0838665,14.911837,8.37727725,9.7805775
16736,M,1.8,1.4125,0.5,49.384829,21.98503725,11.850091,14.5999925
16737,M,1.5,1.2,0.4,28.292801,11.04213025,7.7961125,8.50485
16738,M,1.1,0.875,0.3625,14.81261375,6.633783,3.061746,4.9611625
16739,I,1.3,1.0,0.3,18.540573,8.4198015,4.819415,4.7910655
16740,I,1.5375,1.1875,0.3625,35.550273,15.422128,7.3425205,9.922325
16741,F,1.225,0.9875,0.3,19.8163005,8.17883075,4.06815325,5.2446575
16742,I,0.6125,0.5125,0.15,2.16873675,0.737087,0.52446575,0.7087375
16743,F,1.7625,1.4125,0.45,47.95317925,21.36134825,11.15552825,12.8990225
16744,M,1.3125,1.0,0.325,16.45688475,6.066793,4.69184225,5.5281525
16745,M,1.2625,0.975,0.325,21.602319,9.2702865,4.025629,5.10291
16746,M,0.8125,0.6125,0.1875,4.12485225,1.71514475,1.247378,1.2757275
16747,I,1.1875,0.9125,0.3125,14.64251675,6.59125875,3.50116325,4.15320175
16748,I,0.9375,0.7125,0.2,6.13766675,3.118445,1.0489315,1.927766
16749,F,1.375,1.0625,0.3375,24.73493875,8.60407325,4.55009475,7.5126175
16750,I,1.1875,0.8625,0.2875,16.556108,7.04485075,2.664853,3.40194
16751,I,0.7375,0.5375,0.1875,3.6570855,1.37495075,0.72291225,0.9922325
16752,F,1.6,1.3125,0.4,37.1094955,16.6411565,8.12213175,10.035723
16753,F,1.025,0.8125,0.2625,9.63883,2.82077525,2.0128145,3.40194
16754,I,1.25,0.9375,0.3125,15.43630275,7.10154975,3.515338,4.762716
16755,M,1.2625,1.025,0.375,20.8935815,9.42620875,4.60679375,6.0951425
16756,F,1.675,1.375,0.4375,39.70347475,14.10387625,9.6104805,11.3398
16757,F,1.0125,0.7875,0.275,10.77281,4.6776675,1.7860185,3.685435
16758,F,1.55,1.25,0.4125,35.47939925,14.78426425,7.27164675,11.3398
16759,I,0.7375,0.55,0.1625,2.891649,1.190679,0.623689,0.9922325
16760,M,1.525,1.2,0.3875,29.80949925,12.927372,6.95980225,8.731646
16761,I,1.1625,0.8875,0.2625,12.813974,5.8683465,2.79242575,3.8271825
16762,F,1.625,1.275,0.425,39.179009,19.74542675,8.20718025,9.7805775
16763,M,1.575,1.2,0.4375,32.41765325,12.03436275,6.123492,10.489315
16764,I,1.2375,0.9625,0.3125,15.6205745,6.67630725,3.572037,4.252425
16765,I,0.525,0.375,0.1,1.09145575,0.3118445,0.1417475,0.283495
16766,I,1.2875,0.975,0.3125,14.628342,7.9662095,3.3735905,4.9611625
16767,I,1.1875,0.8875,0.3125,12.813974,5.443104,2.8066005,3.10427025
16768,I,0.8875,0.675,0.2125,6.23689,2.36718325,1.20485375,1.984465
16769,F,1.55,1.225,0.375,35.0116325,11.75086775,8.68912175,9.7805775
16770,I,1.2875,0.9875,0.325,16.57028275,7.9095105,3.6003865,4.3941725
16771,M,1.3,1.0625,0.325,24.720764,8.63242275,4.89028875,8.0796075
16772,M,1.425,1.0875,0.3875,24.323871,10.6877615,5.00368675,6.6621325
16773,M,1.175,0.925,0.3125,17.90270925,7.7961125,4.12485225,4.3941725
16774,I,0.775,0.5875,0.175,4.252425,1.80019325,0.92135875,1.2190285
16775,F,1.4375,1.1375,0.375,30.0221205,11.04213025,6.59125875,7.7961125
16776,M,1.2875,1.0125,0.3625,18.75319425,7.52679225,4.479221,5.386405
16777,M,1.5875,1.25,0.4625,36.3157095,16.9246515,8.051258,10.0640725
16778,M,1.325,1.05,0.325,19.83047525,8.66077225,3.72795925,5.2446575
16779,F,1.425,1.15,0.3875,31.524644,15.46465225,6.917278,7.654365
16780,F,1.4375,1.1,0.4,24.0687255,10.41844125,7.35669525,7.654365
16781,I,1.3125,0.9625,0.325,18.12950525,9.695529,3.72795925,4.6776675
16782,I,1.1625,0.875,0.25,13.04077,6.7755305,2.8066005,3.2601925
16783,F,1.875,1.425,0.5125,54.7995835,20.68096025,10.2908685,14.17475
16784,F,1.55,1.225,0.425,27.78251,11.8217415,6.350288,10.0640725
16785,F,1.2125,0.9625,0.35,17.95940825,7.767763,3.175144,5.10291
16786,F,1.4875,1.15,0.375,25.51455,11.83591625,5.386405,8.788345
16787,F,1.325,0.95,0.3,17.53416575,8.164656,3.912231,4.9611625
16788,M,1.4625,1.15,0.425,28.22192725,12.11941125,5.74077375,8.3631025
16789,M,1.6625,1.25,0.45,39.95862025,19.674553,8.85921875,10.5176645
16790,M,1.6125,1.3125,0.4375,41.2691045,17.98775775,9.695529,11.509897
16791,M,1.65,1.3125,0.4625,37.42134,14.0897015,10.92873225,12.190285
16792,F,1.3,1.0,0.325,18.2854275,8.17883075,4.91863825,5.5281525
16793,F,1.2375,0.95,0.35,17.8885345,7.7961125,3.1467945,6.3786375
16794,F,1.4375,1.1125,0.3625,26.69105425,10.33339275,5.62737575,7.087375
16795,M,1.2125,0.925,0.3,17.95940825,7.9662095,4.082328,4.3941725
16796,M,1.575,1.2125,0.4125,34.40211825,15.03940975,7.200773,9.7805775
16797,M,1.55,1.2125,0.475,37.0527965,14.6566915,7.35669525,11.1980525
16798,I,1.0375,0.8125,0.2625,10.19164525,4.9044635,2.22543575,3.40194
