ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,location,quality
1107,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,white,California,6
1108,6.7,0.4,0.22,8.8,0.052,24,113,0.99576,3.22,0.45,9.4,white,California,5
1109,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55,red,California,7
1110,6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,white,California,6
1111,9.4,0.33,0.59,2.8,0.079,9,30,0.9976,3.12,0.54,12,red,Texas,6
1112,6.6,0.16,0.21,6.7,0.055,43,157,0.99384,3.15,0.52,10.8,white,California,6
1113,5.7,0.335,0.34,1,0.04,13,174,0.992,3.27,0.66,10,white,Texas,5
1114,7.8,0.29,0.33,8.75,0.035,33,181,0.9962,3.11,0.46,10.7,white,Texas,5
1115,5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,white,California,7
1116,6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,red,California,6
1117,5.8,0.32,0.2,2.6,0.027,17,123,0.98936,3.36,0.78,13.9,white,California,7
1118,7.3,0.4,0.24,6.7,0.058,41,166,0.995,3.2,0.41,9.9,white,California,6
1119,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,red,Texas,5
1120,8,0.74,0.21,4,0.05,24,133,0.99418,3.06,0.38,9.7,white,California,5
1121,6.6,0.56,0.16,3.1,0.045,28,92,0.994,3.12,0.35,9.1,white,California,6
1122,6.7,0.23,0.25,1.6,0.036,28,143,0.99256,3.3,0.54,10.3,white,California,6
1123,6.4,0.14,0.31,1.2,0.034,53,138,0.99084,3.38,0.35,11.5,white,California,7
1124,6,0.33,0.32,12.9,0.054,6,113,0.99572,3.3,0.56,11.5,red,Texas,4
1125,7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,white,California,6
1126,6.2,0.15,0.49,0.9,0.033,17,51,0.9932,3.3,0.7,9.4,white,California,6
1127,8.8,0.23,0.74,3.2,0.042,15,126,0.9934,3.02,0.51,11.2,white,California,6
1128,8.4,0.32,0.35,11.7,0.029,3,46,0.99439,3.02,0.34,11.8,white,California,6
1129,10,0.35,0.45,2.5,0.092,20,88,0.99918,3.15,0.43,9.4,red,Texas,5
1130,8.1,0.29,0.49,7.1,0.042,22,124,0.9944,3.14,0.41,10.8,white,California,6
1131,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,white,California,6
1132,7.4,0.26,0.32,3.7,0.032,29,193,0.99134,3.1,0.67,12.5,white,California,6
1133,6.9,0.29,0.4,19.45,0.043,36,156,0.9996,2.93,0.47,8.9,white,California,5
1134,7.1,0.17,0.4,14.55,0.047,47,156,0.99945,3.34,0.78,9.1,white,California,6
1135,8.8,0.24,0.35,1.7,0.055,13,27,0.99394,3.14,0.59,11.3,red,Texas,7
1136,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,white,California,5
1137,8.2,0.37,0.27,1.7,0.028,10,59,0.9923,2.97,0.48,10.4,white,Texas,5
1138,7.1,0.43,0.61,11.8,0.045,54,155,0.9974,3.11,0.45,8.7,white,Texas,5
1139,8.4,0.59,0.29,2.6,0.109,31,119,0.99801,3.15,0.5,9.1,red,California,5
1140,6.9,0.21,0.81,1.1,0.137,52,123,0.9932,3.03,0.39,9.2,white,California,6
1141,8.2,0.18,0.49,1.1,0.033,28,81,0.9923,3,0.68,10.4,white,California,7
1142,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,white,California,7
1143,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,white,Texas,8
1144,10.2,0.44,0.58,4.1,0.092,11,24,0.99745,3.29,0.99,12,red,California,7
1145,7.4,0.28,0.5,12.1,0.049,48,122,0.9973,3.01,0.44,9,white,California,5
1146,5.1,0.33,0.22,1.6,0.027,18,89,0.9893,3.51,0.38,12.5,white,California,7
1147,7.5,0.49,0.2,2.6,0.332,8,14,0.9968,3.21,0.9,10.5,red,Texas,6
1148,6.5,0.22,0.19,1.1,0.064,36,191,0.99297,3.05,0.5,9.5,white,California,6
1149,7.7,0.42,0.38,8.1,0.061,49,144,0.9966,3.4,0.58,11,white,California,6
1150,8.4,0.36,0.32,2.2,0.081,32,79,0.9964,3.3,0.72,11,red,California,6
1151,6.6,0.24,0.28,1.8,0.028,39,132,0.99182,3.34,0.46,11.4,white,Texas,5
1152,5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,red,Texas,5
1153,6.6,0.33,0.32,15.6,0.054,62,227,0.99734,3.25,0.56,10.4,white,California,5
1154,7.5,0.38,0.29,4.9,0.021,38,113,0.99026,3.08,0.48,13,white,California,7
1155,7.1,0.34,0.15,1.2,0.053,61,183,0.9936,3.09,0.43,9.2,white,Texas,5
1156,7,0.3,0.49,4.7,0.036,17,105,0.9916,3.26,0.68,12.4,white,California,7
1157,7.3,0.35,0.24,2,0.067,28,48,0.99576,3.43,0.54,10,red,Texas,4
1158,7.1,0.21,0.37,2.4,0.026,23,100,0.9903,3.15,0.38,11.4,white,California,7
1159,11.3,0.36,0.66,2.4,0.123,3,8,0.99642,3.2,0.53,11.9,red,California,6
1160,5.8,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,white,California,7
1161,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,white,California,5
1162,7.7,0.24,0.27,1.8,0.051,52,190,0.9928,3.23,0.5,10.8,white,Texas,6
1163,9.2,0.15,0.68,1.6,0.046,22,130,0.9948,3.02,0.45,10.4,white,California,6
1164,6.6,0.23,0.3,14.9,0.051,33,118,0.99835,3.04,0.54,9,white,California,6
1165,7.5,0.3,0.21,6.55,0.026,33,143,0.99244,2.92,0.35,11.1,white,California,5
1166,6.3,0.19,0.29,2,0.022,33,96,0.98902,3.04,0.54,12.8,white,California,7
1167,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,white,California,7
1168,6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,white,California,6
1169,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,white,California,6
1170,6,0.17,0.33,6,0.036,30,111,0.99362,3.32,0.58,10.15,white,California,7
1171,6.9,0.615,0.42,12,0.067,24,131,0.99727,3.19,0.34,9.3,white,California,5
1172,10.7,0.22,0.56,8.2,0.044,37,181,0.998,2.87,0.68,9.5,white,California,6
1173,8.5,0.15,0.49,1.5,0.031,17,122,0.9932,3.03,0.4,10.3,white,California,6
1174,8,0.52,0.03,1.7,0.07,10,35,0.99575,3.34,0.57,10,red,Texas,5
1175,6.4,0.105,0.29,1.1,0.035,44,140,0.99142,3.17,0.55,10.7,white,California,7
1176,6.6,0.26,0.38,6.5,0.17,68,201,0.9956,3.19,0.38,9.4,white,California,6
1177,7.5,0.32,0.37,1.2,0.048,22,184,0.9938,3.09,0.43,9.3,white,Texas,5
1178,7.2,0.18,0.41,1.2,0.048,41,97,0.9919,3.14,0.45,10.4,white,Texas,5
1179,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,white,California,6
1180,6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,white,California,6
1181,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,white,California,7
1182,6,0.52,0.33,7.7,0.046,24,119,0.99224,3.04,0.38,11,white,California,6
1183,6.7,0.17,0.42,10.4,0.038,85,182,0.99628,3.04,0.44,8.9,white,California,6
1184,10.2,0.29,0.65,2.4,0.075,6,17,0.99565,3.22,0.63,11.8,red,California,6
1185,6.6,0.38,0.29,2.4,0.136,15,93,0.99336,3.18,0.6,9.5,white,Texas,5
1186,7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,white,Texas,5
1187,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,white,California,6
1188,5.8,0.26,0.29,1,0.042,35,101,0.99044,3.36,0.48,11.4,white,California,7
1189,7.8,0.18,0.31,12.2,0.053,46,140,0.998,3.06,0.53,8.9,white,Texas,6
1190,7,0.24,0.36,4.9,0.083,10,133,0.9942,3.33,0.37,10.8,white,California,6
1191,7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,red,California,6
1192,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,white,California,6
1193,6.6,0.24,0.28,6.7,0.032,26,91,0.99172,3.13,0.32,12.3,white,California,6
1194,7.8,0.59,0.18,2.3,0.076,17,54,0.9975,3.43,0.59,10,red,Texas,5
1195,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,white,Texas,4
1196,7.9,0.64,0.46,10.6,0.244,33,227,0.9983,2.87,0.74,9.1,white,Texas,3
1197,6.4,0.42,0.46,8.4,0.05,58,180,0.99495,3.18,0.46,9.7,white,California,6
1198,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,red,Texas,5
1199,5.6,0.54,0.04,1.7,0.049,5,13,0.9942,3.72,0.58,11.4,red,Texas,5
1200,5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,white,Texas,5
1201,6.6,0.725,0.09,5.5,0.117,9,17,0.99655,3.35,0.49,10.8,red,California,6
1202,6.6,0.29,0.73,2.2,0.027,21,92,0.99,3.12,0.48,12.4,white,California,6
1203,7.5,0.15,0.38,1.8,0.054,19,101,0.9946,3.24,0.44,10,white,Texas,5
1204,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,white,Texas,5
1205,6.3,0.17,0.23,5.7,0.048,44,147,0.99382,3.08,0.54,10,white,California,5
1206,6.5,0.36,0.32,1.1,0.031,13,66,0.9916,3.1,0.46,10.6,white,Texas,5
1207,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,white,California,6
1208,6.7,0.27,0.33,3.6,0.034,9,45,0.99144,3.08,0.4,10.5,white,California,6
1209,7.2,0.32,0.33,1.4,0.029,29,109,0.9902,3.15,0.51,12.8,white,California,7
1210,5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,white,California,6
1211,7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,red,California,6
1212,6.1,0.25,0.49,7.6,0.052,67,226,0.9956,3.16,0.47,8.9,white,Texas,5
1213,9.8,0.25,0.74,10,0.056,36,225,0.9977,3.06,0.43,10,white,Texas,4
1214,7.2,0.28,0.54,16.7,0.045,54,200,0.999,3.08,0.49,9.5,white,Texas,6
1215,10.8,0.45,0.33,2.5,0.099,20,38,0.99818,3.24,0.71,10.8,red,Texas,5
1216,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,white,California,6
1217,6.1,0.34,0.24,18.35,0.05,33,184,0.99943,3.12,0.61,9.3,white,Texas,5
1218,6,0.28,0.25,1.8,0.042,8,108,0.9929,3.08,0.55,9,white,California,5
1219,6.7,0.23,0.33,1.8,0.036,23,96,0.9925,3.32,0.4,10.8,white,California,6
1220,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,white,Texas,5
1221,7.6,0.13,0.34,9.3,0.062,40,126,0.9966,3.21,0.39,9.6,white,Texas,5
1222,7.1,0.13,0.29,15.5,0.064,56,115.5,0.99737,3.16,0.41,9.7,white,California,7
1223,10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,red,California,6
1224,6.7,0.34,0.4,2.1,0.033,34,111,0.98924,2.97,0.48,12.2,white,California,7
1225,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,white,Texas,6
1226,7.1,0.16,0.25,1.3,0.034,28,123,0.9915,3.27,0.55,11.4,white,California,6
1227,6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,red,California,6
1228,7.6,0.38,0.2,3.4,0.046,9,116,0.9944,3.15,0.41,9.4,white,Texas,5
1229,12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,red,Texas,5
1230,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3,white,California,7
1231,7.7,0.12,0.32,1.4,0.06,47,150,0.9952,3.37,0.42,9.2,white,California,6
1232,8.1,0.24,0.26,11,0.043,41,211,0.99676,3.11,0.49,10,white,California,6
1233,7.9,0.19,0.42,1.6,0.057,18,30,0.994,3.29,0.69,11.2,red,California,6
1234,7.6,0.52,0.49,14,0.034,37,156,0.9958,3.14,0.38,11.8,white,California,7
1235,6.4,0.29,0.44,3.6,0.2,75,181,0.9942,3.02,0.41,9.1,white,Texas,5
1236,8,0.71,0,2.6,0.08,11,34,0.9976,3.44,0.53,9.5,red,Texas,5
1237,7.6,0.1,0.33,1,0.031,33,93,0.99094,3.06,0.68,11.2,white,California,6
1238,6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,white,California,5
1239,7.9,0.35,0.36,1.6,0.038,11,124,0.9928,3.25,0.48,11,white,Texas,5
1240,5.2,0.335,0.2,1.7,0.033,17,74,0.99002,3.34,0.48,12.3,white,California,6
1241,6.7,0.18,0.24,10.3,0.057,64,185,0.99519,3.12,0.5,10.6,white,California,6
1242,5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,white,California,6
1243,6.6,0.28,0.28,8.5,0.052,55,211,0.9962,3.09,0.55,8.9,white,California,6
1244,5.2,0.6,0.07,7,0.044,33,147,0.9944,3.33,0.58,9.7,white,California,5
1245,8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,white,California,5
1246,6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,white,California,6
1247,9.6,0.21,0.28,1.2,0.038,12,53,0.9926,2.8,0.46,10.6,white,Texas,5
1248,5.3,0.43,0.11,1.1,0.029,6,51,0.99076,3.51,0.48,11.2,white,Texas,4
1249,7,0.11,0.32,4.6,0.057,59,144,0.9956,3.55,0.44,9.4,white,California,7
1250,6.4,0.31,0.5,5.8,0.038,42,111,0.99189,3.18,0.53,11.9,white,California,7
1251,6.8,0.915,0.29,4.8,0.07,15,39,0.99577,3.53,0.54,11.1,red,California,5
1252,7.5,0.19,0.49,1.8,0.055,19,110,0.9946,3.33,0.44,9.9,white,Texas,5
1253,6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,white,California,5
1254,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9,white,California,7
1255,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,white,California,6
1256,8.2,0.23,0.4,1.2,0.027,36,121,0.992,3.12,0.38,10.7,white,Texas,6
1257,6.5,0.28,0.28,20.4,0.041,40,144,1.0002,3.14,0.38,8.7,white,California,5
1258,8.8,0.61,0.19,4,0.094,30,69,0.99787,3.22,0.5,10,red,California,6
1259,6.5,0.34,0.28,1.8,0.041,43,188,0.9928,3.13,0.37,9.6,white,California,6
1260,6.6,0.16,0.35,1.8,0.042,26,105,0.98962,3.19,0.75,12.4,white,California,7
1261,6.6,0.27,0.49,7.8,0.049,62,217,0.9959,3.17,0.45,9.4,white,California,6
1262,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,white,California,6
1263,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,white,Texas,5
1264,6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,white,Texas,6
1265,6.5,0.28,0.34,3.6,0.04,29,121,0.99111,3.28,0.48,12.1,white,California,7
1266,7.3,0.26,0.49,5,0.028,32,107,0.9936,3.24,0.54,10.8,white,California,6
1267,8.8,0.48,0.41,3.3,0.092,26,52,0.9982,3.31,0.53,10.5,red,California,6
1268,6.2,0.16,0.32,1.1,0.036,74,184,0.99096,3.22,0.41,11,white,California,6
1269,6.9,0.46,0.2,0.9,0.054,5,126,0.992,3.1,0.42,10.4,white,California,6
1270,7.5,0.38,0.33,5,0.045,30,131,0.9942,3.32,0.44,10.9,white,California,6
1271,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,white,California,6
1272,7.1,0.67,0,2.3,0.083,18,27,0.99768,3.44,0.54,9.4,red,Texas,5
1273,6.2,0.2,0.28,1.1,0.039,24,78,0.9899,3.36,0.47,12.1,white,Texas,6
1274,6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,white,California,6
1275,6.4,0.22,0.34,1.4,0.023,56,115,0.98958,3.18,0.7,11.7,white,California,6
1276,7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3,white,Texas,8
1277,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,white,Texas,6
1278,6.2,0.32,0.12,4.8,0.054,6,97,0.99424,3.16,0.5,9.3,white,California,5
1279,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,white,California,6
1280,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,white,California,7
1281,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,white,California,7
1282,5.7,0.4,0.35,5.1,0.026,17,113,0.99052,3.18,0.67,12.4,white,California,6
1283,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8,white,California,8
1284,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,white,California,6
1285,6.2,0.45,0.2,1.6,0.069,3,15,0.9958,3.41,0.56,9.2,red,Texas,5
1286,8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,white,California,6
1287,6.5,0.18,0.31,1.7,0.044,30,127,0.9928,3.49,0.5,10.2,white,California,7
1288,7.6,0.43,0.29,2.1,0.075,19,66,0.99718,3.4,0.64,9.5,red,Texas,5
1289,6.4,0.595,0.14,5.2,0.058,15,97,0.9951,3.38,0.36,9,white,Texas,4
1290,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,white,Texas,5
1291,6.5,0.17,0.54,8.5,0.082,64,163,0.9959,2.89,0.39,8.8,white,Texas,6
1292,6.1,0.23,0.45,10.6,0.094,49,169,0.99699,3.05,0.54,8.8,white,Texas,5
1293,8,0.55,0.42,12.6,0.211,37,213,0.9988,2.99,0.56,9.3,white,Texas,5
1294,5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,white,California,6
1295,7.2,0.4,0.49,1.1,0.048,11,138,0.9929,3.01,0.42,9.3,white,Texas,5
1296,6.5,0.28,0.28,8.5,0.047,54,210,0.9962,3.09,0.54,8.9,white,Texas,4
1297,9.5,0.37,0.52,2,0.082,6,26,0.998,3.18,0.51,9.5,red,Texas,5
1298,7.1,0.35,0.29,2.5,0.096,20,53,0.9962,3.42,0.65,11,red,California,6
1299,6.1,0.33,0.32,7.8,0.052,52,183,0.99657,3.39,0.65,9.5,white,California,5
1300,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,white,Texas,5
1301,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,white,California,7
1302,6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,white,California,6
1303,6.6,0.25,0.25,1.3,0.04,28,85,0.98984,2.87,0.48,11.2,white,California,6
1304,7.5,0.42,0.14,10.7,0.046,18,95,0.9959,3.22,0.33,10.7,white,Texas,5
1305,6.1,0.22,0.25,12.1,0.035,54,135,0.99481,3.21,0.4,10.7,white,California,5
1306,7.7,0.935,0.43,2.2,0.114,22,114,0.997,3.25,0.73,9.2,red,Texas,5
1307,5.7,0.32,0.38,4.75,0.033,23,94,0.991,3.42,0.42,11.8,white,California,7
1308,8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,white,California,5
1309,8.6,0.17,0.28,2.7,0.047,38,150,0.99365,3.1,0.56,10.8,white,California,6
1310,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8,white,California,8
1311,7.1,0.23,0.39,13.7,0.058,26,172,0.99755,2.9,0.46,9,white,California,6
1312,6,0.14,0.17,5.6,0.036,37,127,0.99373,3.05,0.57,9.8,white,California,6
1313,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,white,California,7
1314,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3,white,California,7
1315,5.6,0.19,0.27,0.9,0.04,52,103,0.99026,3.5,0.39,11.2,white,California,5
1316,6.4,0.24,0.5,11.6,0.047,60,211,0.9966,3.18,0.57,9.3,white,Texas,5
1317,7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,white,Texas,6
1318,6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,white,California,6
1319,7,0.24,0.32,1.3,0.037,39,123,0.992,3.17,0.42,11.2,white,Texas,8
1320,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,white,California,6
1321,5.8,0.2,0.27,1.4,0.031,12,77,0.9905,3.25,0.36,10.9,white,California,7
1322,7.2,0.26,0.32,10.4,0.062,23,114,0.9966,3.23,0.49,10.5,white,Texas,5
1323,6.2,0.25,0.31,3.2,0.03,32,150,0.99014,3.18,0.31,12,white,California,6
1324,7.1,0.21,0.27,8.6,0.056,26,111,0.9956,2.95,0.52,9.5,white,Texas,5
1325,6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,white,California,7
1326,6.7,0.44,0.31,1.9,0.03,41,104,0.99,3.29,0.62,12.6,white,California,7
1327,8.3,0.845,0.01,2.2,0.07,5,14,0.9967,3.32,0.58,11,red,Texas,4
1328,5,1.04,0.24,1.6,0.05,32,96,0.9934,3.74,0.62,11.5,red,Texas,5
1329,6.1,0.41,0.24,1.6,0.049,16,137,0.993,3.32,0.5,10.4,white,Texas,6
1330,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,white,Texas,5
1331,9.8,1.24,0.34,2,0.079,32,151,0.998,3.15,0.53,9.5,red,Texas,5
1332,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,white,California,7
1333,5.8,0.29,0.38,10.7,0.038,49,136,0.99366,3.11,0.59,11.2,white,Texas,6
1334,6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,red,California,6
1335,4.2,0.215,0.23,5.1,0.041,64,157,0.99688,3.42,0.44,8,white,Texas,3
1336,6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,white,California,6
1337,7.6,0.31,0.26,1.7,0.073,40,157,0.9938,3.1,0.46,9.8,white,California,5
1338,5.4,0.24,0.18,2.3,0.05,22,145,0.99207,3.24,0.46,10.3,white,California,5
1339,5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,white,California,6
1340,8.1,0.33,0.36,7.4,0.037,36,156,0.99592,3.19,0.54,10.6,white,California,6
1341,7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,white,California,7
1342,8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,red,California,7
1343,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,white,Texas,5
1344,7.7,0.69,0.49,1.8,0.115,20,112,0.9968,3.21,0.71,9.3,red,Texas,5
1345,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,white,California,6
1346,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,white,California,7
1347,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,white,Texas,6
1348,7.6,0.21,0.44,1.9,0.036,10,119,0.9913,3.01,0.7,12.8,white,California,6
1349,7.4,0.28,0.4,11.9,0.032,13,92,0.99629,3.01,0.46,10.8,white,Texas,4
1350,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,red,Texas,5
1351,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,red,Texas,8
1352,7.6,0.17,0.46,0.9,0.036,63,147,0.99126,3.02,0.41,10.7,white,California,6
1353,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,white,California,6
1354,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4,white,California,7
1355,6.7,0.47,0.34,8.9,0.043,31,172,0.9964,3.22,0.6,9.2,white,Texas,5
1356,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,white,California,7
1357,6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,red,California,6
1358,7,0.19,0.33,6.3,0.032,42,127,0.99182,3.31,0.38,12.2,white,California,6
1359,5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,white,California,6
1360,8,0.23,0.37,9.6,0.054,23,159,0.99795,3.32,0.47,9.8,white,Texas,4
1361,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,white,California,7
1362,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,white,California,7
1363,6.6,0.29,0.44,9,0.053,62,178,0.99685,3.02,0.45,8.9,white,Texas,5
1364,7.1,0.35,0.27,3.1,0.034,28,134,0.9897,3.26,0.38,13.1,white,California,7
1365,7.3,0.17,0.36,8.2,0.028,44,111,0.99272,3.14,0.41,12.4,white,California,6
1366,11.9,0.39,0.69,2.8,0.095,17,35,0.9994,3.1,0.61,10.8,red,California,6
1367,7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,white,California,6
1368,9,0.31,0.49,6.9,0.034,26,91,0.9937,2.99,0.34,11.5,white,Texas,5
1369,6.6,0.13,0.3,4.9,0.058,47,131,0.9946,3.51,0.45,10.3,white,California,6
1370,6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,white,Texas,5
1371,6,0.19,0.26,12.4,0.048,50,147,0.9972,3.3,0.36,8.9,white,Texas,6
1372,9.2,0.28,0.49,11.8,0.042,29,137,0.998,3.1,0.34,10.1,white,Texas,4
1373,6.9,0.45,0.11,2.4,0.043,6,12,0.99354,3.3,0.65,11.4,red,California,6
1374,7,0.16,0.32,8.3,0.045,38,126,0.9958,3.21,0.34,9.2,white,California,5
1375,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,white,California,6
1376,8.1,0.73,0,2.5,0.081,12,24,0.99798,3.38,0.46,9.6,red,Texas,4
1377,8,0.725,0.24,2.8,0.083,10,62,0.99685,3.35,0.56,10,red,Texas,6
1378,9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,red,California,7
1379,7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,white,Texas,5
1380,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,white,California,5
1381,6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,red,California,6
1382,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,red,Texas,7
1383,7.3,0.38,0.21,2,0.08,7,35,0.9961,3.33,0.47,9.5,red,Texas,5
1384,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,white,California,6
1385,6.5,0.88,0.03,5.6,0.079,23,47,0.99572,3.58,0.5,11.2,red,Texas,4
